         3576813 function calls (3520281 primitive calls) in 30.587 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       40    0.000    0.000    0.004    0.000 _base.py:859(set_position)
       59    0.000    0.000    0.002    0.000 _base.py:1980(_process_unit_info)
       36    0.000    0.000    0.000    0.000 ticker.py:711(_set_orderOfMagnitude)
        1    0.000    0.000    0.001    0.001 __init__.py:99(<module>)
   130/90    0.000    0.000    0.021    0.000 transforms.py:1517(transform_path)
        1    0.000    0.000    0.001    0.001 decorators.py:15(<module>)
      139    0.000    0.000    0.001    0.000 transforms.py:1489(get_affine)
      726    0.000    0.000    0.000    0.000 ticker.py:242(set_axis)
       17    0.000    0.000    0.005    0.000 rcsetup.py:793(validate_cycler)
     1194    0.000    0.000    0.000    0.000 backend_bases.py:1000(get_snap)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
      168    0.000    0.000    0.000    0.000 colors.py:407(__init__)
        5    0.000    0.000    0.012    0.002 lda.py:184(_solve_L2)
     1025    0.000    0.000    0.000    0.000 markers.py:223(get_fillstyle)
        1    0.000    0.000    0.001    0.001 pyplot.py:1820(get_plot_commands)
        1    0.000    0.000    0.001    0.001 axis.py:3(<module>)
       13    0.000    0.000    0.004    0.000 backend_agg.py:436(get_renderer)
        1    0.000    0.000    0.002    0.002 lines.py:4(<module>)
        1    0.000    0.000    0.000    0.000 urllib.py:23(<module>)
        1    0.000    0.000    0.002    0.002 filters.py:31(<module>)
       23    0.000    0.000    0.001    0.000 collections.py:50(__init__)
        1    0.000    0.000    0.000    0.000 matfuncs.py:5(<module>)
        1    0.000    0.000    0.016    0.016 decorators.py:3(<module>)
        1    0.000    0.000    0.000    0.000 svd_ga.py:20(<module>)
    60/47    0.000    0.000    0.181    0.004 pyparsing.py:1586(parseString)
      407    0.000    0.000    0.002    0.000 re.py:148(sub)
        1    0.000    0.000    0.001    0.001 api.py:1(<module>)
      123    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
      400    0.000    0.000    0.000    0.000 pyparsing.py:388(__getitem__)
       36    0.000    0.000    0.002    0.000 colors.py:877(process_value)
   123/61    0.000    0.000    0.003    0.000 pyparsing.py:3341(copy)
      105    0.000    0.000    0.001    0.000 pyparsing.py:1545(resetCache)
        6    0.000    0.000    0.001    0.000 patches.py:1807(_pprint_styles)
      140    0.000    0.000    0.088    0.001 re.py:192(compile)
       58    0.000    0.000    0.009    0.000 mathtext.py:897(_get_glyph)
      686    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
      823    0.000    0.000    0.000    0.000 backend_bases.py:1142(set_snap)
        1    0.000    0.000    0.000    0.000 _max_len_seq.py:4(<module>)
       13    0.000    0.000    0.261    0.020 mathtext.py:876(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:19(<module>)
      162    0.000    0.000    0.000    0.000 six.py:139(__init__)
      108    0.000    0.000    0.002    0.000 mathtext.py:1608(__init__)
      174    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
      112    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.generic' objects}
        2    0.000    0.000    0.001    0.000 util.py:1(<module>)
       88    0.000    0.000    0.000    0.000 transforms.py:1834(_get_is_separable)
        1    0.000    0.000    0.002    0.002 containers.py:1(<module>)
      120    0.000    0.000    0.000    0.000 patches.py:340(set_linewidth)
    61/13    0.000    0.000    0.003    0.000 pyparsing.py:3266(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 basic.py:3(<module>)
      138    0.000    0.000    0.001    0.000 mathtext.py:561(_get_font)
        2    0.000    0.000    0.012    0.006 util.py:238(_findSoname_ldconfig)
        1    0.000    0.000    0.001    0.001 nonlin.py:106(<module>)
       52    0.000    0.000    0.000    0.000 backend_tkagg.py:208(filter_destroy)
      201    0.000    0.000    0.000    0.000 function_base.py:213(iterable)
       32    0.000    0.000    0.000    0.000 cm.py:34(revcmap)
      170    0.000    0.000    0.002    0.000 Tkinter.py:1927(pack_configure)
        1    0.000    0.000    0.001    0.001 inline_closurecall.py:1(<module>)
       20    0.000    0.000    0.034    0.002 ticker.py:2094(__call__)
       24    0.000    0.000    0.005    0.000 transforms.py:1359(__sub__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
       52    0.000    0.000    0.000    0.000 pyparsing.py:2390(__init__)
        2    0.000    0.000    0.001    0.001 module.py:1(<module>)
       58    0.000    0.000    0.008    0.000 mathtext.py:793(_get_glyph)
        1    0.000    0.000    0.001    0.001 caching.py:3(<module>)
      236    0.000    0.000    0.001    0.000 abc.py:89(<genexpr>)
        1    0.000    0.000    0.000    0.000 pseudo_diffs.py:3(<module>)
      209    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
       56    0.000    0.000    0.001    0.000 pyparsing.py:3518(__init__)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:9(<module>)
        2    0.000    0.000    0.016    0.008 core.py:1(<module>)
       48    0.000    0.000    0.000    0.000 axis.py:822(_translate_tick_kw)
        1    0.000    0.000    0.000    0.000 kde.py:20(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
       38    0.000    0.000    0.000    0.000 {method 'draw_glyph_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
       64    0.000    0.000    0.000    0.000 deprecation.py:22(_generate_deprecation_message)
        1    0.000    0.000    0.000    0.000 linesearch.py:13(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:2321(normalize_kwargs)
        1    0.000    0.000    0.001    0.001 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flinalg.py:5(<module>)
       88    0.000    0.000    0.020    0.000 axis.py:209(set_clip_path)
      251    0.000    0.000    0.007    0.000 transforms.py:279(__array__)
       97    0.000    0.000    0.001    0.000 transforms.py:275(frozen)
        1    0.000    0.000    0.002    0.002 _axes.py:93(Axes)
       57    0.000    0.000    0.009    0.000 scale.py:121(transform_non_affine)
        1    0.000    0.000    0.001    0.001 fitpack.py:1(<module>)
      485    0.000    0.000    0.000    0.000 urllib.py:1216(<genexpr>)
       11    0.000    0.000    0.001    0.000 decorator.py:168(make)
        4    0.000    0.000    0.005    0.001 backend_tkagg.py:172(__init__)
        5    0.000    0.000    0.002    0.000 _version.py:7(<module>)
       11    0.000    0.000    0.001    0.000 decorator.py:94(__init__)
       65    0.000    0.000    0.000    0.000 patches.py:362(set_linestyle)
      599    0.000    0.000    0.000    0.000 image.py:130(<genexpr>)
       13    0.000    0.000    1.750    0.135 backend_agg.py:418(draw)
        5    0.000    0.000    0.000    0.000 Tkinter.py:1829(_loadtk)
       47    0.000    0.000    0.000    0.000 transforms.py:1700(_set)
      193    0.000    0.000    0.000    0.000 templates.py:636(register_global)
     3585    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.001    0.001 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 interpreter.py:1(<module>)
      700    0.000    0.000    0.000    0.000 {math.log}
      306    0.000    0.000    0.000    0.000 sre_compile.py:546(isstring)
       11    0.000    0.000    0.137    0.012 _base.py:608(_init_axis)
        4    0.000    0.000    0.004    0.001 _pylab_helpers.py:49(destroy)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
      364    0.000    0.000    0.000    0.000 backend_agg.py:261(get_canvas_width_height)
       29    0.000    0.000    0.000    0.000 _cm.py:1375(__getitem__)
      132    0.000    0.000    0.006    0.000 transforms.py:1528(transform_path_affine)
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3379(get_distribution_names)
     1062    0.000    0.000    0.000    0.000 __init__.py:2265(<lambda>)
        9    0.000    0.000    0.344    0.038 figure.py:979(add_subplot)
      176    0.000    0.000    0.001    0.000 typeconv.py:99(_cb_update)
        4    0.000    0.000    0.091    0.023 backend_tkagg.py:667(destroy)
        1    0.000    0.000    0.000    0.000 templates.py:3(<module>)
       92    0.000    0.000    0.000    0.000 pyparsing.py:2804(__str__)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
        1    0.000    0.000    0.000    0.000 targets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
       68    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      394    0.000    0.000    0.000    0.000 numerictypes.py:631(issubclass_)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        4    0.000    0.000    0.093    0.023 backend_tkagg.py:1043(new_figure_manager_given_figure)
      108    0.000    0.000    0.000    0.000 _base.py:2987(get_xscale)
        2    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:25(<module>)
     1194    0.000    0.000    0.000    0.000 backend_bases.py:1194(get_sketch_params)
      411    0.000    0.000    0.000    0.000 collections.py:375(<genexpr>)
        1    0.000    0.000    0.007    0.007 lgmres.py:4(<module>)
        4    0.000    0.000    0.001    0.000 figure.py:276(__init__)
      485    0.000    0.000    0.000    0.000 urlparse.py:332(<genexpr>)
       17    0.000    0.000    0.000    0.000 ffi.py:9(_make_opaque_ref)
       68    0.000    0.000    0.001    0.000 textwrap.py:374(dedent)
        1    0.000    0.000    0.001    0.001 parser.py:29(<module>)
      378    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
       13    0.000    0.000    0.000    0.000 {open}
       47    0.000    0.000    0.006    0.000 axis.py:710(_set_scale)
       56    0.000    0.000    0.000    0.000 collections.py:554(_bcast_lwls)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:216(DifferentialEvolutionSolver)
        1    0.000    0.000    0.004    0.004 mathtext.py:2763(<lambda>)
        1    0.000    0.000    0.002    0.002 files.py:12(<module>)
       26    0.000    0.000    0.018    0.001 __init__.py:1015(rc_params_from_file)
        7    0.000    0.000    0.002    0.000 collections.py:1875(draw)
        1    0.000    0.000    0.000    0.000 test_attrs.py:16(<module>)
        1    0.000    0.000    0.000    0.000 selections.py:15(<module>)
      537    0.000    0.000    0.000    0.000 backend_bases.py:1130(set_url)
        1    0.000    0.000    0.000    0.000 legend_handler.py:25(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:56(<module>)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        4    0.000    0.000    0.615    0.154 backend_tkagg.py:216(resize)
      226    0.000    0.000    0.000    0.000 _distn_infrastructure.py:714(<genexpr>)
      181    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 typeconv.py:1(<module>)
      394    0.000    0.000    0.000    0.000 artist.py:1211(aliased_name)
        2    0.000    0.000    0.000    0.000 common.py:1(<module>)
      108    0.000    0.000    0.000    0.000 mathtext.py:1547(__init__)
       13    0.000    0.000    0.029    0.002 tkagg.py:11(blit)
        1    0.000    0.000    0.000    0.000 patches.py:3122(ArrowStyle)
       83    0.000    0.000    0.002    0.000 axis.py:1425(update_units)
       91    0.000    0.000    0.001    0.000 transforms.py:2351(blended_transform_factory)
      116    0.000    0.000    0.000    0.000 weakref.py:400(__contains__)
       14    0.000    0.000    0.000    0.000 npydecl.py:372(_numpy_redirect)
      728    0.000    0.000    0.000    0.000 {math.radians}
        6    0.000    0.000    0.000    0.000 patches.py:1770(_pprint_table)
        1    0.000    0.000    0.001    0.001 base.py:12(<module>)
       12    0.000    0.000    0.002    0.000 text.py:1733(_get_xy)
       13    0.000    0.000    0.007    0.001 _distn_infrastructure.py:2669(__init__)
      178    0.000    0.000    0.000    0.000 ticker.py:526(set_useOffset)
       97    0.000    0.000    0.000    0.000 type_check.py:220(isreal)
       74    0.000    0.000    0.001    0.000 fromnumeric.py:1721(clip)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 fitpack2.py:7(<module>)
      172    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
      486    0.000    0.000    0.000    0.000 transforms.py:2129(get_matrix)
        1    0.000    0.000    0.000    0.000 pilutil.py:7(<module>)
       13    0.000    0.000    0.001    0.000 backend_bases.py:2803(update_stack)
        1    0.000    0.000    0.001    0.001 mimetools.py:1(<module>)
       17    0.000    0.000    0.000    0.000 backend_tkagg.py:790(update)
       79    0.000    0.000    0.001    0.000 artist.py:915(set_label)
     1033    0.000    0.000    0.000    0.000 markers.py:248(get_marker)
      124    0.000    0.000    0.000    0.000 pyparsing.py:640(__iadd__)
        5    0.000    0.000    0.258    0.052 Tkinter.py:1799(__init__)
      250    0.000    0.000    0.000    0.000 pyparsing.py:483(haskeys)
       46    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
    23/14    0.000    0.000    0.004    0.000 gridspec.py:391(get_position)
      251    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      123    0.000    0.000    0.000    0.000 __init__.py:409(__setattr__)
      123    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000   30.601   30.601 pyldm.py:19(<module>)
        1    0.000    0.000    0.000    0.000 matlib.py:1(<module>)
      302    0.000    0.000    0.000    0.000 transforms.py:1294(_iter_break_from_left_to_right)
        1    0.000    0.000    0.001    0.001 decorators.py:5(<module>)
      114    0.000    0.000    0.000    0.000 {sum}
        1    0.000    0.000    0.003    0.003 text.py:3(<module>)
       25    0.000    0.000    0.003    0.000 _base.py:841(_update_transScale)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 signaltools.py:4(<module>)
      139    0.000    0.000    0.000    0.000 {math.log10}
      138    0.000    0.000    0.002    0.000 pyparsing.py:1799(__add__)
     1080    0.000    0.000    0.000    0.000 transforms.py:1787(transform_non_affine)
     1194    0.000    0.000    0.000    0.000 backend_bases.py:900(restore)
       26    0.000    0.000    0.001    0.000 mathtext.py:2595(non_math)
        4    0.000    0.000    0.002    0.000 __init__.py:350(__init__)
       65    0.000    0.000    0.002    0.000 patches.py:406(set_fill)
       57    0.000    0.000    0.002    0.000 transforms.py:1441(transform_affine)
       72    0.000    0.000    0.000    0.000 function_base.py:13(_index_deprecate)
      484    0.000    0.000    0.000    0.000 markers.py:242(get_joinstyle)
      154    0.000    0.000    0.000    0.000 {numpy.core.multiarray.result_type}
        1    0.000    0.000    0.000    0.000 spectral.py:2(<module>)
        1    0.000    0.000    0.045    0.045 main.py:51(dataWidgets)
      199    0.000    0.000    0.000    0.000 _weakrefset.py:83(add)
        1    0.000    0.000   11.072   11.072 main.py:408(mat_lda)
        8    0.000    0.000    0.000    0.000 ticker.py:2258(tick_values)
       32    0.000    0.000    0.001    0.000 cm.py:179(__init__)
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
       52    0.000    0.000    0.002    0.000 mathtext.py:547(__init__)
        1    0.000    0.000    0.000    0.000 wrappers.py:1(<module>)
       56    0.000    0.000    0.002    0.000 core.py:6337(array)
      255    0.000    0.000    0.001    0.000 transforms.py:1661(__eq__)
      223    0.000    0.000    0.000    0.000 axis.py:707(get_scale)
      238    0.000    0.000    0.000    0.000 imputils.py:36(decorate)
        1    0.000    0.000    0.000    0.000 _linprog_ip.py:3(<module>)
     1703    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
      308    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
      156    0.000    0.000    0.000    0.000 sre_parse.py:190(__init__)
        1    0.000    0.000    0.000    0.000 nnls.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decorator.py:33(<module>)
      109    0.000    0.000    0.000    0.000 patches.py:426(set_capstyle)
        1    0.000    0.000    0.001    0.001 urlparse.py:29(<module>)
      272    0.000    0.000    0.000    0.000 rcsetup.py:159(validate_float)
      411    0.000    0.000    0.000    0.000 collections.py:373(<genexpr>)
       11    0.000    0.000    0.001    0.000 axis.py:1750(_get_label)
        1    0.000    0.000    0.000    0.000 test_h5p.py:10(<module>)
       56    0.000    0.000    0.000    0.000 collections.py:674(_set_edgecolor)
      131    0.000    0.000    0.000    0.000 linecache.py:47(checkcache)
       52    0.000    0.000    0.001    0.000 genericpath.py:34(isfile)
      392    0.000    0.000    0.000    0.000 colors.py:162(<genexpr>)
        1    0.000    0.000    0.002    0.002 main.py:140(ldaWidgets)
       76    0.000    0.000    0.000    0.000 mathtext.py:175(render_glyph)
      706    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        5    0.000    0.000    0.000    0.000 arrayprint.py:1358(array_str)
      456    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
      107    0.000    0.000    0.000    0.000 axis.py:704(get_transform)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       24    0.000    0.000    0.039    0.002 axis.py:733(get_children)
       22    0.000    0.000    0.001    0.000 _base.py:2681(tick_params)
        1    0.000    0.000    0.000    0.000 scanner.py:2(<module>)
       38    0.000    0.000    0.041    0.001 scale.py:318(inverted)
       85    0.000    0.000    0.013    0.000 backend_agg.py:119(draw_path_collection)
      115    0.000    0.000    0.000    0.000 _base.py:3312(get_yscale)
       11    0.000    0.000    0.002    0.000 pyparsing.py:2631(__init__)
      176    0.000    0.000    0.000    0.000 typeconv.py:31(set_compatible)
       43    0.000    0.000    0.001    0.000 ticker.py:1702(le)
      294    0.000    0.000    0.000    0.000 {method 'count' of 'tuple' objects}
        1    0.000    0.000    0.001    0.001 setobj.py:3(<module>)
       38    0.000    0.000    0.011    0.000 mathtext.py:1447(__init__)
      484    0.000    0.000    0.000    0.000 markers.py:289(get_snap_threshold)
        9    0.000    0.000    0.003    0.000 _base.py:353(_plot_args)
       47    0.000    0.000    0.000    0.000 scale.py:540(scale_factory)
       32    0.000    0.000    0.000    0.000 ticker.py:1008(format_data_short)
        1    0.000    0.000    0.000    0.000 slsqp.py:14(<module>)
       73    0.000    0.000    0.001    0.000 transforms.py:1865(transform_point)
      142    0.000    0.000    0.000    0.000 sre_parse.py:237(_class_escape)
        1    0.000    0.000    0.000    0.000 category.py:4(<module>)
       22    0.000    0.000    0.023    0.001 axis.py:873(set_clip_path)
        4    0.000    0.000    0.095    0.024 pyplot.py:422(figure)
        1    0.000    0.000    0.000    0.000 cobyla.py:11(<module>)
      374    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
       48    0.000    0.000    0.000    0.000 axis.py:1383(grid)
      249    0.000    0.000    0.000    0.000 axis.py:1481(have_units)
      3/1    0.000    0.000   24.059   24.059 backend_bases.py:188(show)
     1513    0.000    0.000    0.000    0.000 {chr}
        1    0.000    0.000    0.001    0.001 postproc.py:1(<module>)
       12    0.000    0.000    0.014    0.001 text.py:2288(draw)
        5    0.000    0.000    2.086    0.417 backend_tkagg.py:545(show)
      364    0.000    0.000    0.000    0.000 text.py:772(get_color)
      9/6    0.000    0.000    0.002    0.000 gridspec.py:322(get_subplot_params)
      552    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      105    0.000    0.000    0.000    0.000 pyparsing.py:1167(setName)
        1    0.000    0.000    0.000    0.000 passmanagers.py:1(<module>)
       38    0.000    0.000    0.011    0.000 mathtext.py:2638(symbol)
       48    0.000    0.000    0.000    0.000 ticker.py:696(<genexpr>)
      373    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
       11    0.000    0.000    0.001    0.000 _base.py:641(_set_lim_and_transforms)
       51    0.000    0.000    0.184    0.004 Tkinter.py:2560(__init__)
        4    0.000    0.000    0.000    0.000 colors.py:338(makeMappingArray)
       69    0.000    0.000    0.000    0.000 axis.py:719(limit_range_for_scale)
        1    0.000    0.000    0.000    0.000 trf.py:95(<module>)
       79    0.000    0.000    0.002    0.000 docstring.py:113(dedent_interpd)
       11    0.000    0.000    0.001    0.000 _base.py:618(set_figure)
       44    0.000    0.000    0.083    0.002 spines.py:167(register_axis)
      128    0.000    0.000    0.000    0.000 colors.py:613(__init__)
       85    0.000    0.000    0.000    0.000 scale.py:79(get_transform)
        1    0.000    0.000    0.001    0.001 dufunc.py:1(<module>)
      158    0.000    0.000    0.002    0.000 docstring.py:94(dedent)
       43    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 ssl.py:89(<module>)
       11    0.000    0.000    0.000    0.000 twodim_base.py:197(diag)
        1    0.000    0.000    0.000    0.000 _hungarian.py:10(<module>)
        1    0.000    0.000    0.000    0.000 smartarray.py:1(<module>)
       28    0.000    0.000    0.000    0.000 figure.py:204(update)
      168    0.000    0.000    0.000    0.000 figure.py:243(_update_this)
        1    0.000    0.000    0.025    0.025 add_newdocs.py:10(<module>)
     1341    0.000    0.000    0.000    0.000 _mathtext_data.py:1755(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:6(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:144(_check_size)
        1    0.000    0.000    0.002    0.002 dviread.py:19(<module>)
        2    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
      116    0.000    0.000    0.000    0.000 weakref.py:368(__setitem__)
        8    0.000    0.000    0.000    0.000 core.py:2321(masked_invalid)
        1    0.000    0.000    0.015    0.015 core.py:193(read_style_directory)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
      178    0.000    0.000    0.000    0.000 sre_parse.py:75(opengroup)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
       13    0.000    0.000    0.088    0.007 mathtext.py:663(__init__)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
      390    0.000    0.000    0.000    0.000 contextlib.py:12(__init__)
       26    0.000    0.000    0.002    0.000 contour.py:1101(_make_paths)
      177    0.000    0.000    0.000    0.000 collections.py:666(get_edgecolor)
       67    0.000    0.000    0.000    0.000 linalg.py:105(_makearray)
       11    0.000    0.000    0.011    0.001 _base.py:946(_gen_axes_spines)
       40    0.000    0.000    0.002    0.000 transforms.py:961(intervaly)
       55    0.000    0.000    0.000    0.000 ticker.py:624(get_offset)
      358    0.000    0.000    0.000    0.000 {_tkinter._flatten}
        1    0.000    0.000    0.000    0.000 funcdesc.py:3(<module>)
      151    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
      370    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 optimize.py:1839(Brent)
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
       11    0.000    0.000    0.001    0.000 axis.py:2099(_get_label)
        1    0.000    0.000    0.000    0.000 ntpath.py:6(<module>)
      135    0.000    0.000    0.000    0.000 __init__.py:1476(clean)
        4    0.000    0.000    0.000    0.000 numeric.py:2882(extend_all)
        9    0.000    0.000    0.343    0.038 _subplots.py:23(__init__)
       32    0.000    0.000    0.013    0.000 fontconfig_pattern.py:125(parse)
       24    0.000    0.000    0.000    0.000 figure.py:86(get)
       38    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
      147    0.000    0.000    0.000    0.000 inspect.py:471(getmodule)
        1    0.000    0.000    0.000    0.000 singledispatch.py:4(<module>)
      116    0.000    0.000    0.000    0.000 __init__.py:183(add_destroy_callback)
        1    0.000    0.000   27.604   27.604 main.py:368(load)
       63    0.000    0.000    0.000    0.000 cm.py:141(get_cmap)
       13    0.000    0.000    0.050    0.004 __init__.py:1635(inner)
      364    0.000    0.000    0.000    0.000 text.py:585(get_wrap)
        1    0.000    0.000    0.005    0.005 mstats_basic.py:4(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:41(<module>)
      139    0.000    0.000    0.002    0.000 linecache.py:13(getline)
      144    0.000    0.000    0.001    0.000 __init__.py:376(__getattr__)
      364    0.000    0.000    0.000    0.000 {math.cos}
       28    0.000    0.000    0.000    0.000 collections.py:475(set_linewidth)
        1    0.000    0.000    0.007    0.007 uuid.py:45(<module>)
      484    0.000    0.000    0.000    0.000 markers.py:283(get_alt_path)
      404    0.000    0.000    0.000    0.000 sre_parse.py:146(__setitem__)
        2    0.000    0.000    0.002    0.001 _axes.py:5482(pcolormesh)
       39    0.000    0.000    0.001    0.000 transforms.py:956(intervalx)
       95    0.000    0.000    0.000    0.000 ticker.py:1681(closeto)
       67    0.000    0.000    0.000    0.000 linalg.py:100(get_linalg_error_extobj)
      484    0.000    0.000    0.000    0.000 lines.py:598(get_markevery)
      266    0.000    0.000    0.000    0.000 pyplot.py:2148(pad)
       53    0.000    0.000    0.000    0.000 core.py:885(__init__)
        1    0.000    0.000    0.008    0.008 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:35(<module>)
        9    0.000    0.000    0.002    0.000 _base.py:296(_makeline)
      139    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
       22    0.000    0.000    0.000    0.000 _base.py:167(set_prop_cycle)
        1    0.000    0.000    0.000    0.000 process.py:35(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:8(<module>)
        3    0.000    0.000    0.053    0.018 backend_tkagg.py:343(button_press_event)
       47    0.000    0.000    0.000    0.000 pyparsing.py:4141(__lshift__)
        1    0.000    0.000    0.000    0.000 lsq_linear.py:1(<module>)
      131    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       46    0.000    0.000    0.002    0.000 transforms.py:2202(contains_branch_seperately)
        1    0.000    0.000    0.000    0.000 core.py:2700(MaskedArray)
      153    0.000    0.000    0.000    0.000 sre_parse.py:68(__init__)
  122/110    0.000    0.000    0.001    0.000 pyparsing.py:3412(__str__)
       26    0.000    0.000    0.005    0.000 collections.py:869(__init__)
        9    0.000    0.000    0.013    0.001 _axes.py:1230(plot)
      128    0.000    0.000    0.000    0.000 templates.py:120(signature)
        2    0.000    0.000    0.060    0.030 figure.py:876(add_axes)
       40    0.000    0.000    0.007    0.000 Tkinter.py:3366(__init__)
        4    0.000    0.000    0.012    0.003 backend_tkagg.py:482(__init__)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1907(BoxStyle)
       36    0.000    0.000    0.000    0.000 Tkinter.py:3328(__del__)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        2    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Tkinter.py:430(Misc)
       24    0.000    0.000    0.000    0.000 _base.py:2512(grid)
       21    0.000    0.000    0.000    0.000 text.py:1748(_get_xy_transform)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
        1    0.000    0.000    0.001    0.001 callconv.py:3(<module>)
      339    0.000    0.000    0.000    0.000 artist.py:548(get_sketch_params)
        9    0.000    0.000    0.001    0.000 text.py:2187(_update_position_xytext)
       80    0.000    0.000    0.000    0.000 ticker.py:1593(__call__)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
      484    0.000    0.000    0.000    0.000 markers.py:245(get_capstyle)
       93    0.000    0.000    0.001    0.000 pyparsing.py:1473(clear)
       60    0.000    0.000    0.002    0.000 pyparsing.py:1227(setParseAction)
        1    0.000    0.000    0.000    0.000 test_dataset_getitem.py:41(<module>)
      108    0.000    0.000    0.000    0.000 widgets.py:79(get_active)
       25    0.000    0.000    0.002    0.000 transforms.py:1717(set)
        1    0.000    0.000    0.000    0.000 test_attrs_data.py:14(<module>)
       38    0.000    0.000    0.004    0.000 core.py:4066(__sub__)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mstats.py:90(<module>)
        8    0.000    0.000    0.000    0.000 ticker.py:2308(get_log_range)
        1    0.000    0.000    0.000    0.000 config.py:40(_os_supports_avx)
