         3576813 function calls (3520281 primitive calls) in 30.587 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 test_dataset_getitem.py:160(TestScalarCompound)
        1    0.000    0.000    0.000    0.000 errors.py:33(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 units.py:53(AxisInfo)
        1    0.000    0.000    0.000    0.000 model.py:324(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:499(planck_gen)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3814(Studbutton)
        1    0.000    0.000    0.000    0.000 threading.py:542(Event)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 colors.py:85(<dictcomp>)
        1    0.000    0.000    0.000    0.000 npydecl.py:1146(Angle)
        1    0.000    0.000    0.000    0.000 __init__.py:136(toint)
        1    0.000    0.000    0.000    0.000 arrayobj.py:532(Indexer)
        1    0.000    0.000    0.000    0.000 model.py:484(EnumType)
        1    0.000    0.000    0.000    0.000 threading.py:57(_Verbose)
        1    0.000    0.000    0.000    0.000 urllib2.py:558(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 container.py:116(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 widgets.py:97(AxesWidget)
        1    0.000    0.000    0.000    0.000 targets.py:113(TargetData)
        1    0.000    0.000    0.000    0.000 core.py:6412(_extrema_operation)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3030(invgauss_gen)
       46    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 re.py:290(filter)
        1    0.000    0.000    0.000    0.000 mlab.py:2965(FormatFormatStr)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3665(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:180(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 collections.py:958(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 models.py:1075(RangeIteratorType)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 instructions.py:330(ICMPInstr)
        1    0.000    0.000    0.000    0.000 __init__.py:173(c_long)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 values.py:507(AttributeSet)
        1    0.000    0.000    0.000    0.000 getlimits.py:305(finfo)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 test_dataset.py:418(TestCreateFletcher32)
        1    0.000    0.000    0.000    0.000 test_group.py:547(TestGet)
        1    0.000    0.000    0.000    0.000 test_group.py:256(TestRepr)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:653(burr_gen)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4157(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 __init__.py:123(tofloat)
        1    0.000    0.000    0.000    0.000 containers.py:138(BaseAnonymousTuple)
        1    0.000    0.000    0.000    0.000 misc.py:155(EphemeralArray)
        1    0.000    0.000    0.000    0.000 _internal.py:682(AxisError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1313(exponpow_gen)
        1    0.000    0.000    0.000    0.000 abstract.py:351(ArrayCompatible)
        1    0.000    0.000    0.000    0.000 model.py:476(StructType)
        1    0.000    0.000    0.000    0.000 errors.py:190(UntypedAttributeError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3828(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 dates.py:1009(AutoDateLocator)
        2    0.000    0.000    0.000    0.000 rcsetup.py:114(validate_path_exists)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3362(_ErrorStop)
        1    0.000    0.000    0.000    0.000 builtins.py:95(IterNext)
        1    0.000    0.000    0.000    0.000 __init__.py:1010(Manager)
        1    0.000    0.000    0.000    0.000 urllib2.py:1115(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 offsetbox.py:409(HPacker)
        1    0.000    0.000    0.000    0.000 npytypes.py:13(CharSeq)
        1    0.000    0.000    0.000    0.000 cpu.py:19(ClosureBody)
        1    0.000    0.000    0.000    0.000 _iotools.py:170(LineSplitter)
        2    0.000    0.000    0.000    0.000 imputils.py:83(lower_setattr_generic)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3476(random_correlation_gen)
        1    0.000    0.000    0.000    0.000 nonlin.py:1327(KrylovJacobian)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 Tkinter.py:2884(Scrollbar)
        1    0.000    0.000    0.000    0.000 decorator.py:67(get_init)
        1    0.000    0.000    0.000    0.000 models.py:1023(UniTupleIter)
        1    0.000    0.000    0.000    0.000 polar.py:207(ThetaLocator)
        1    0.000    0.000    0.000    0.000 decimal.py:5438(_WorkRep)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5549(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 context.py:6(Context)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5031(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 test_dataset.py:770(TestCompound)
        1    0.000    0.000    0.000    0.000 mathtext.py:1826(Glue)
        1    0.000    0.000    0.000    0.000 containers.py:216(UniTupleIter)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1364(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 callwrapper.py:9(_ArgManager)
        1    0.000    0.000    0.000    0.000 tz.py:768(tzrange)
        1    0.000    0.000    0.000    0.000 test_dataset.py:866(TestTrackTimes)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 values.py:664(ArgumentAttributes)
        1    0.000    0.000    0.000    0.000 discreteslider.py:3(DiscreteSlider)
        1    0.000    0.000    0.000    0.000 test_group.py:70(TestCreate)
        1    0.000    0.000    0.000    0.000 __init__.py:455(checkdep_usetex)
        1    0.000    0.000    0.000    0.000 stencil.py:46(StencilFunc)
        1    0.000    0.000    0.000    0.000 patches.py:1943(_Base)
        1    0.000    0.000    0.000    0.000 pathlib2.py:1174(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 legend_handler.py:179(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 __init__.py:38(_RouteClassAttributeToGetattr)
        8    0.000    0.000    0.000    0.000 mathtext.py:1863(__init__)
        1    0.000    0.000    0.000    0.000 containers.py:32(BaseContainerIterator)
        4    0.000    0.000    0.000    0.000 imputils.py:114(decorate)
        1    0.000    0.000    0.000    0.000 test_file_image.py:8(TestFileImage)
        1    0.000    0.000    0.000    0.000 _cm.py:1369(_deprecation_datad)
        1    0.000    0.000    0.000    0.000 typeinfer.py:243(BuildSetConstraint)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3042(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:434(_ToolGridBase)
        1    0.000    0.000    0.000    0.000 value.py:8(Linkage)
        1    0.000    0.000    0.000    0.000 ir.py:475(Assign)
        1    0.000    0.000    0.000    0.000 container.py:143(StemContainer)
        1    0.000    0.000    0.000    0.000 patches.py:2286(Sawtooth)
        1    0.000    0.000    0.000    0.000 test_h5t.py:23(TestCompound)
        1    0.000    0.000    0.000    0.000 types.py:485(IdentifiedStructType)
        1    0.000    0.000    0.000    0.000 test_threads.py:22(TestErrorPrinting)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3356(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 caching.py:210(_InTreeCacheLocator)
        1    0.000    0.000    0.000    0.000 stencil.py:21(StencilFuncLowerer)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3791(parseImpl)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 FileDialog.py:234(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 controlflow.py:36(Loop)
        1    0.000    0.000    0.000    0.000 nonlin.py:549(InverseJacobian)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 geo.py:302(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 decorator.py:278(ContextManager)
        1    0.000    0.000    0.000    0.000 __init__.py:67(converter)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 __init__.py:695(Sorter)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:987(cosine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5508(wald_gen)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 types.py:458(LiteralStructType)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5073(semicircular_gen)
        1    0.000    0.000    0.000    0.000 legend.py:57(DraggableLegend)
        1    0.000    0.000    0.000    0.000 decimal.py:234(DivisionByZero)
        1    0.000    0.000    0.000    0.000 test_dataset.py:405(TestCreateShuffle)
        1    0.000    0.000    0.000    0.000 npytypes.py:112(NumpyFlatType)
       16    0.000    0.000    0.000    0.000 pyparsing.py:294(__getitem__)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 fitpack2.py:993(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 errors.py:128(IRError)
        1    0.000    0.000    0.000    0.000 base.py:345(MappingHDF5)
        1    0.000    0.000    0.000    0.000 wrappers.py:438(_GufuncObjectWrapper)
        1    0.000    0.000    0.000    0.000 data.py:189(get_SVD)
        1    0.000    0.000    0.000    0.000 functions.py:160(Dispatcher)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2716(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3223(laplace_gen)
        3    0.000    0.000    0.000    0.000 core.py:797(__init__)
        1    0.000    0.000    0.000    0.000 dviread.py:734(Tfm)
        1    0.000    0.000    0.000    0.000 arrayobj.py:632(IntegerIndexer)
        1    0.000    0.000    0.000    0.000 values.py:307(NamedMetaData)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 scalars.py:83(Complex)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1795(Tk)
        2    0.000    0.000    0.000    0.000 __init__.py:430(__init__)
        1    0.000    0.000    0.000    0.000 test_dataset_swmr.py:45(TestDatasetSwmrRead)
        1    0.000    0.000    0.000    0.000 scale.py:466(LogisticTransform)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:939(StatusbarTk)
        1    0.000    0.000    0.000    0.000 containers.py:239(Tuple)
        1    0.000    0.000    0.000    0.000 data.py:152(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 iterators.py:75(ZipType)
        1    0.000    0.000    0.000    0.000 UserDict.py:57(items)
        1    0.000    0.000    0.000    0.000 models.py:1041(NPDatetimeModel)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3162(__init__)
        1    0.000    0.000    0.000    0.000 npydecl.py:904(MatMulTyperMixin)
        1    0.000    0.000    0.000    0.000 pickle.py:62(PicklingError)
        2    0.000    0.000    0.000    0.000 data.py:198(get_wls)
        1    0.000    0.000    0.000    0.000 value.py:30(Visibility)
        1    0.000    0.000    0.000    0.000 base.py:1033(_wrap_impl)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3300(Image)
        1    0.000    0.000    0.000    0.000 mathtext.py:1983(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 ticker.py:2391(LogitLocator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:282(arcsine_gen)
        1    0.000    0.000    0.000    0.000 geo.py:509(LambertTransform)
        1    0.000    0.000    0.000    0.000 instructions.py:615(CmpXchg)
        1    0.000    0.000    0.000    0.000 six.py:53(X)
        1    0.000    0.000    0.000    0.000 __init__.py:1015(__init__)
        1    0.000    0.000    0.000    0.000 polyint.py:464(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 bdf.py:436(BdfDenseOutput)
        1    0.000    0.000    0.000    0.000 test_group.py:139(TestRequire)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5428(uniform_gen)
        1    0.000    0.000    0.000    0.000 test_group.py:304(TestContains)
        1    0.000    0.000    0.000    0.000 errors.py:16(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 __init__.py:214(_releaseLock)
        1    0.000    0.000    0.000    0.000 pathlib2.py:1658(PosixPath)
        1    0.000    0.000    0.000    0.000 scale.py:132(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 mathtext.py:1429(Hbox)
        1    0.000    0.000    0.000    0.000 ticker.py:335(NullFormatter)
        1    0.000    0.000    0.000    0.000 test_dataset_getitem.py:220(TestScalarArray)
        1    0.000    0.000    0.000    0.000 utils.py:236(SortedMap)
        1    0.000    0.000    0.000    0.000 ir.py:398(StaticRaise)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:876(chi_gen)
        1    0.000    0.000    0.000    0.000 passmanagers.py:101(FunctionPassManager)
        2    0.000    0.000    0.000    0.000 __init__.py:1468(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:146(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:25(MultibandFilter)
        1    0.000    0.000    0.000    0.000 quadpack.py:717(_RangeFunc)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 registry.py:83(TargetRegistry)
        1    0.000    0.000    0.000    0.000 functions.py:205(ExternalFunctionPointer)
        1    0.000    0.000    0.000    0.000 mathtext.py:1252(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 dates.py:1228(YearLocator)
        1    0.000    0.000    0.000    0.000 callconv.py:165(MinimalCallConv)
        1    0.000    0.000    0.000    0.000 transforms.py:2627(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 nrt.py:16(__init__)
        1    0.000    0.000    0.000    0.000 containers.py:92(PyArray)
        1    0.000    0.000    0.000    0.000 image.py:1104(FigureImage)
        1    0.000    0.000    0.000    0.000 extras.py:1453(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 dviread.py:790(PsfontsMap)
        1    0.000    0.000    0.000    0.000 axis.py:2296(tick_right)
        1    0.000    0.000    0.000    0.000 backend_tools.py:723(ToolHome)
        1    0.000    0.000    0.000    0.000 subprocess.py:44(CalledProcessError)
        1    0.000    0.000    0.000    0.000 _base.py:4098(get_shared_x_axes)
        1    0.000    0.000    0.000    0.000 instructions.py:347(FCMPInstr)
        1    0.000    0.000    0.000    0.000 functions.py:132(WeakType)
        1    0.000    0.000    0.000    0.000 bytecode.py:156(ByteCodeIter)
        1    0.000    0.000    0.000    0.000 __init__.py:347(Formatter)
        1    0.000    0.000    0.000    0.000 generators.py:293(LowerYield)
        1    0.000    0.000    0.000    0.000 test_dataset.py:287(TestCreateGzip)
        1    0.000    0.000    0.000    0.000 builtins.py:831(Enumerate)
        1    0.000    0.000    0.000    0.000 legend_handler.py:211(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 ffi.py:81(__exit__)
        1    0.000    0.000    0.000    0.000 Dialog.py:12(Dialog)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:588(AxisMenu)
        1    0.000    0.000    0.000    0.000 npydecl.py:597(NdEye)
        1    0.000    0.000    0.000    0.000 urllib.py:114(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 patches.py:3513(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 npydecl.py:868(NdStack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:559(ToolViewsPositions)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 npytypes.py:365(ArrayCTypes)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:750(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 builtins.py:931(IndexValue)
        1    0.000    0.000    0.000    0.000 ir_print.py:53(DetectConstPrintArguments)
        2    0.000    0.000    0.000    0.000 __init__.py:47(__init__)
        1    0.000    0.000    0.000    0.000 codegen.py:757(AOTCPUCodegen)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:211(UFuncBuilder)
        1    0.000    0.000    0.000    0.000 executionengine.py:200(_ObjectCacheRef)
        2    0.000    0.000    0.003    0.002 typeconv.py:92(unsafe_unsafe)
        1    0.000    0.000    0.000    0.000 group.py:496(SoftLink)
        1    0.000    0.000    0.000    0.000 offsetbox.py:867(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 containers.py:76(Bytes)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 urllib.py:1014(addinfourl)
        1    0.000    0.000    0.000    0.000 tokenize.py:179(Untokenizer)
        1    0.000    0.000    0.000    0.000 misc.py:114(MemInfoPointer)
        2    0.000    0.000    0.000    0.000 types.py:172(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:1413(Locator)
        1    0.000    0.000    0.000    0.000 __init__.py:391(__init__)
        1    0.000    0.000    0.000    0.000 interface.py:570(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 __init__.py:74(BufferTooShort)
        1    0.000    0.000    0.000    0.000 stencilparfor.py:30(StencilPass)
        1    0.000    0.000    0.000    0.000 models.py:413(UniTupleModel)
        1    0.000    0.000    0.000    0.000 ir.py:540(Global)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:269(GUFuncBuilder)
        1    0.000    0.000    0.000    0.000 blocking_input.py:297(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 widgets.py:1675(SpanSelector)
        1    0.000    0.000    0.000    0.000 static_getitem.py:49(RewriteConstSetitems)
        1    0.000    0.000    0.000    0.000 test_dataset_getitem.py:52(TestEmpty)
        1    0.000    0.000    0.000    0.000 ir.py:516(Arg)
        1    0.000    0.000    0.000    0.000 containers.py:9(Pair)
        1    0.000    0.000    0.000    0.000 test_group.py:617(TestVisit)
        1    0.000    0.000    0.000    0.000 mlab.py:2941(FormatObj)
        2    0.000    0.000    0.000    0.000 six.py:84(_LazyDescr)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2639(NonGuiException)
        1    0.000    0.000    0.000    0.000 pyplot.py:1897(colormaps)
        1    0.000    0.000    0.000    0.000 npydecl.py:1170(DiagCtor)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1516(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 gridspec.py:178(GridSpec)
        1    0.000    0.000    0.000    0.000 polar.py:488(RadialTick)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3370(ortho_group_gen)
        2    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3270(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:895(__Full)
        1    0.000    0.000    0.000    0.000 test_dataset.py:532(TestAutoCreate)
        1    0.000    0.000    0.000    0.000 ticker.py:379(FuncFormatter)
        1    0.000    0.000    0.000    0.000 executionengine.py:265(_ObjectCacheData)
        1    0.000    0.000    0.000    0.000 builtins.py:339(UnorderedCmpOp)
        1    0.000    0.000    0.000    0.000 misc.py:172(Object)
        1    0.000    0.000    0.000    0.000 compiler.py:77(CompileResult)
        1    0.000    0.000    0.000    0.000 abstract.py:225(Number)
        1    0.000    0.000    0.000    0.000 nonlin.py:481(Jacobian)
        1    0.000    0.000    0.000    0.000 builtins.py:173(BinOpSub)
        1    0.000    0.000    0.000    0.000 scale.py:442(LogitTransform)
        1    0.000    0.000    0.000    0.000 npydecl.py:1188(Take)
        1    0.000    0.000    0.000    0.000 scalars.py:205(IntEnumMember)
        1    0.000    0.000    0.000    0.000 six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 arrayprint.py:899(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 dates.py:814(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dispatcher.py:96(_GeneratedFunctionCompiler)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3748(mielke_gen)
        1    0.000    0.000    0.000    0.000 rfc822.py:775(AddressList)
        1    0.000    0.000    0.000    0.000 containers.py:351(ListIter)
        1    0.000    0.000    0.000    0.000 patches.py:2117(DArrow)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3296(rv_sample)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1167(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 mathtext.py:225(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 options.py:8(TargetOptions)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:610(randint_gen)
        1    0.000    0.000    0.000    0.000 _datasource.py:619(Repository)
        1    0.000    0.000    0.000    0.000 test_datatype.py:27(BaseType)
        1    0.000    0.000    0.000    0.000 core.py:2368(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 geo.py:409(MollweideTransform)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2116(Toplevel)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3796(NotAny)
        1    0.000    0.000    0.000    0.000 instructions.py:274(SelectInstr)
        1    0.000    0.000    0.000    0.000 ir.py:313(StaticSetItem)
        1    0.000    0.000    0.000    0.000 test_dimension_scales.py:109(TestDimensionManager)
        1    0.000    0.000    0.000    0.000 arrayprint.py:892(FloatFormat)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 mathtext.py:1907(NegFil)
        1    0.000    0.000    0.000    0.000 models.py:962(CharSeq)
        1    0.000    0.000    0.000    0.000 models.py:773(SetEntryModel)
        1    0.000    0.000    0.000    0.000 iterators.py:7(RangeType)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4368(OnlyOnce)
        1    0.000    0.000    0.000    0.000 pathlib2.py:706(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:37(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3822(Tributton)
        1    0.000    0.000    0.000    0.000 npydecl.py:884(NdColumnStack)
        1    0.000    0.000    0.000    0.000 __init__.py:1071(_fixupParents)
        1    0.000    0.000    0.000    0.000 misc.py:252(ExceptionClass)
        1    0.000    0.000    0.000    0.000 builtins.py:84(GetIter)
        1    0.000    0.000    0.000    0.000 registry.py:13(_ThreadLocalContext)
        1    0.000    0.000    0.000    0.000 subprocess32.py:432(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 kdtree.py:244(node)
        1    0.000    0.000    0.000    0.000 core.py:251(MetaData)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3932(_NullToken)
        1    0.000    0.000    0.000    0.000 _internal.py:200(dummy_ctype)
        1    0.000    0.000    0.000    0.000 polar.py:350(ThetaAxis)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:183(UnsharpMask)
        1    0.000    0.000    0.000    0.000 utils.py:258(UniqueDict)
        1    0.000    0.000    0.000    0.000 _multivariate.py:680(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 rcsetup.py:51(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 cpu.py:23(EnvBody)
        1    0.000    0.000    0.000    0.000 ticker.py:2026(LogLocator)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:877(RewriteArrayOfConsts)
        1    0.000    0.000    0.000    0.000 collections.py:1260(EventCollection)
        1    0.000    0.000    0.000    0.000 test_datatype.py:13(TestVlen)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1691(KeyEvent)
        1    0.000    0.000    0.000    0.000 caching.py:410(CodeLibraryCacheImpl)
        1    0.000    0.000    0.000    0.000 process.py:294(AuthenticationString)
        2    0.000    0.000    0.000    0.000 {gc.disable}
        1    0.000    0.000    0.000    0.000 parfor.py:2488(ReduceInfer)
        1    0.000    0.000    0.000    0.000 common.py:113(OdeSolution)
        1    0.000    0.000    0.000    0.000 colors.py:606(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3024(White)
        1    0.000    0.000    0.000    0.000 builtins.py:626(SliceAttribute)
        1    0.000    0.000    0.000    0.000 httplib.py:1323(IncompleteRead)
        1    0.000    0.000    0.000    0.000 orthogonal.py:123(orthopoly1d)
        1    0.000    0.000    0.000    0.000 backend_tools.py:468(ToolGrid)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2746(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 decimal.py:359(Underflow)
        1    0.000    0.000    0.000    0.000 __init__.py:743(Xlator)
        1    0.000    0.000    0.000    0.000 basic.py:1045(LstsqLapackError)
        1    0.000    0.000    0.000    0.000 axis.py:500(YTick)
        1    0.000    0.000    0.000    0.000 test_file.py:531(TestFilename)
        1    0.000    0.000    0.000    0.000 npydecl.py:144(UnaryPositiveArray)
        1    0.000    0.000    0.000    0.000 transforms.py:2728(ScaledTranslation)
        2    0.000    0.000    0.000    0.000 {sys.setdlopenflags}
        1    0.000    0.000    0.000    0.000 collections.py:1623(PatchCollection)
        1    0.000    0.000    0.000    0.000 mathtext.py:916(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 core.py:788(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 _multivariate.py:212(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5733(crystalball_gen)
        1    0.000    0.000    0.000    0.000 bytecode.py:182(ByteCode)
        1    0.000    0.000    0.000    0.000 patches.py:3445(CurveAB)
        1    0.000    0.000    0.000    0.000 text.py:1721(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:32(GridSpecBase)
        1    0.000    0.000    0.000    0.000 ir.py:15(Loc)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1505(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 typeinfer.py:679(TypeVarMap)
        1    0.000    0.000    0.000    0.000 test_group.py:163(TestDelete)
        1    0.000    0.000    0.000    0.000 ticker.py:260(Formatter)
        1    0.000    0.000    0.000    0.000 decorators.py:41(GUVectorize)
        1    0.000    0.000    0.000    0.000 mlab.py:3028(FormatDate)
        1    0.000    0.000    0.000    0.000 instructions.py:301(CompareInstr)
        1    0.000    0.000    0.000    0.000 mathtext.py:356(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 registry.py:79(CPUDispatcher)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2689(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 callwrapper.py:91(PyCallWrapper)
        1    0.000    0.000    0.000    0.000 _common.py:115(_tzinfo)
        1    0.000    0.000    0.000    0.000 scale.py:185(LogScale)
        1    0.000    0.000    0.000    0.000 __init__.py:190(c_uint)
        1    0.000    0.000    0.000    0.000 npydecl.py:863(NdStack)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4313(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1474(CloseEvent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1604(Hlist)
        1    0.000    0.000    0.000    0.000 decorators.py:11(_BaseVectorize)
