         5576685 function calls (5385459 primitive calls) in 33.586 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 templates.py:695(__init__)
        1    0.000    0.000    0.001    0.001 scalars.py:1(<module>)
       26    0.000    0.000    0.000    0.000 builder.py:775(extract_value)
       11    0.000    0.000    0.000    0.000 arraydecl.py:616(install_array_method)
        1    0.000    0.000    0.000    0.000 collections.py:891(PolyCollection)
       36    0.000    0.000    0.000    0.000 Tkinter.py:3328(__del__)
       49    0.000    0.000    0.000    0.000 mathtext.py:2574(push_state)
       14    0.000    0.000    0.001    0.000 _version.py:55(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
       57    0.000    0.000    0.000    0.000 {h5py._objects.with_phil}
        1    0.000    0.000    0.000    0.000 FileDialog.py:21(FileDialog)
        7    0.000    0.000    0.526    0.075 codegen.py:239(_finalize_final_module)
       16    0.000    0.000    0.001    0.000 pickle.py:1378(dumps)
       25    0.000    0.000    0.002    0.000 transforms.py:1717(set)
       43    0.000    0.000    0.000    0.000 __init__.py:1191(push)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       65    0.000    0.000    0.000    0.000 static_raise.py:32(match)
      120    0.000    0.000    0.003    0.000 patches.py:297(set_facecolor)
       48    0.000    0.000    0.000    0.000 builder.py:797(phi)
       65    0.000    0.000    0.000    0.000 patches.py:443(set_joinstyle)
       62    0.000    0.000    0.000    0.000 re.py:284(_subx)
      125    0.000    0.000    0.000    0.000 __init__.py:623(_string_to_bool)
       25    0.000    0.000    0.027    0.001 scale.py:318(inverted)
        1    0.000    0.000    0.000    0.000 index_tricks.py:486(ndenumerate)
        6    0.000    0.000    0.000    0.000 cgutils.py:55(create_struct_proxy)
       24    0.000    0.000    0.000    0.000 figure.py:86(get)
       68    0.000    0.000    0.000    0.000 nrtopt.py:19(_extract_functions)
        1    0.000    0.000    0.000    0.000 colors.py:80(<dictcomp>)
        8    0.000    0.000    0.000    0.000 ticker.py:2308(get_log_range)
       81    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
      106    0.000    0.000    0.000    0.000 ffi.py:84(__del__)
       12    0.000    0.000    0.001    0.000 pythonapi.py:1261(unserialize)
       12    0.000    0.000    0.003    0.000 text.py:1890(_check_xy)
      120    0.000    0.000    0.001    0.000 patches.py:277(set_edgecolor)
        8    0.000    0.000    0.000    0.000 stride_tricks.py:115(_broadcast_to)
        1    0.000    0.000    0.001    0.001 __init__.py:8(<module>)
       40    0.000    0.000    0.019    0.000 castgraph.py:122(insert_rule)
       16    0.000    0.000    0.000    0.000 pickle.py:736(save_global)
        2    0.000    0.000    0.000    0.000 axis.py:1583(set_ticklabels)
       60    0.000    0.000    0.002    0.000 pyparsing.py:1227(setParseAction)
       12    0.000    0.000    0.003    0.000 patches.py:152(contains_point)
       32    0.000    0.000    0.013    0.000 fontconfig_pattern.py:125(parse)
       12    0.000    0.000    0.005    0.000 pythonapi.py:179(emit_environment_sentry)
       25    0.000    0.000    0.003    0.000 templates.py:408(_lazy_class_init)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
      168    0.000    0.000    0.000    0.000 singledispatch.py:100(is_related)
      352    0.000    0.000    0.000    0.000 backend_bases.py:776(flipy)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
      472    0.000    0.000    0.000    0.000 markers.py:277(get_path)
      160    0.000    0.000    0.000    0.000 ir.py:728(__init__)
       59    0.000    0.000    0.000    0.000 linalg.py:100(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 patches.py:39(Patch)
        1    0.000    0.000    0.000    0.000 signaltools.py:4(<module>)
       28    0.000    0.000    0.000    0.000 scalars.py:20(__init__)
      119    0.000    0.000    0.000    0.000 __init__.py:1476(clean)
       76    0.000    0.000    0.002    0.000 mathtext.py:1491(render)
        1    0.000    0.000    0.000    0.000 listobj.py:3(<module>)
       26    0.000    0.000    0.001    0.000 core.py:183(iter_style_files)
       10    0.000    0.000    0.003    0.000 callconv.py:333(return_user_exc)
       26    0.000    0.000    0.000    0.000 mathtext.py:170(set_canvas_size)
        4    0.000    0.000    0.004    0.001 bytecode.py:189(__init__)
       24    0.000    0.000    0.006    0.000 transforms.py:208(canonicalize_cfg_single_backedge)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1738(frechet_r_gen)
        9    0.000    0.000    0.000    0.000 {_codecs.ascii_decode}
       83    0.000    0.000    0.000    0.000 traceback.py:203(_format_final_exc_line)
       10    0.000    0.000    0.000    0.000 {method 'trace' of 'numpy.ndarray' objects}
        6    0.000    0.000    1.765    0.294 compiler.py:620(stage_objectmode_backend)
       48    0.000    0.000    0.001    0.000 instructions.py:487(descr)
        2    0.000    0.000    0.001    0.001 colorbar.py:864(_locate)
       77    0.000    0.000    0.000    0.000 scale.py:79(get_transform)
      180    0.000    0.000    0.005    0.000 templates.py:675(decorator)
       13    0.000    0.000    0.000    0.000 __init__.py:1216(bubble)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
      116    0.000    0.000    0.000    0.000 mathtext.py:59(get_unicode_index)
       56    0.000    0.000    0.000    0.000 text.py:800(get_size)
        3    0.000    0.000    0.000    0.000 imputils.py:228(wrapper)
        8    0.000    0.000    0.010    0.001 compiler.py:461(stage_generic_rewrites)
      106    0.000    0.000    0.000    0.000 ffi.py:81(__exit__)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        5    0.000    0.000    0.000    0.000 ssl.py:115(_import_symbols)
       54    0.000    0.000    0.000    0.000 __init__.py:105(__setitem__)
      317    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.001    0.001 cgutils.py:3(<module>)
       32    0.000    0.000    0.000    0.000 transforms.py:961(intervaly)
       54    0.000    0.000    0.000    0.000 dataflow.py:401(_binaryop)
       18    0.000    0.000    0.001    0.000 cgutils.py:822(pointer_add)
        1    0.000    0.000    0.000    0.000 patches.py:2651(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        5    0.000    0.000    0.001    0.000 lda.py:262(_calc_smoothNorm)
        2    0.000    0.000    0.020    0.010 colorbar.py:432(_config_axes)
       16    0.000    0.000    0.000    0.000 types.py:431(format_constant)
       37    0.000    0.000    0.000    0.000 pickle.py:227(memoize)
        1    0.000    0.000    0.000    0.000 base.py:63(spmatrix)
       68    0.000    0.000    0.000    0.000 controlflow.py:247(_remove_node_edges)
      390    0.000    0.000    0.000    0.000 pyparsing.py:3248(<genexpr>)
      251    0.000    0.000    0.000    0.000 pyparsing.py:2131(__str__)
       18    0.000    0.000    0.000    0.000 traceback.py:12(_print)
       22    0.000    0.000    0.000    0.000 utils.py:93(_c3_merge)
      254    0.000    0.000    0.000    0.000 backend_bases.py:1029(set_antialiased)
        6    0.000    0.000    0.002    0.000 cpu.py:79(get_env_from_closure)
        4    0.000    0.000    0.355    0.089 compiler.py:397(frontend_looplift)
      467    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       13    0.000    0.000    0.003    0.000 mathtext.py:198(get_results)
        1    0.000    0.000    3.649    3.649 tkCommonDialog.py:34(show)
       11    0.000    0.000    0.000    0.000 figure.py:118(add)
        1    0.000    0.000    0.007    0.007 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       47    0.000    0.000    0.001    0.000 core.py:232(icmp)
       44    0.000    0.000    0.079    0.002 spines.py:167(register_axis)
        1    0.000    0.000    0.000    0.000 tkFileDialog.py:54(_fixresult)
        7    0.000    0.000    0.001    0.000 nonlin.py:1492(_nonlin_wrapper)
       29    0.000    0.000    0.000    0.000 misc.py:94(__init__)
        8    0.000    0.000    0.044    0.006 compiler.py:442(stage_nopython_frontend)
      324    0.000    0.000    0.000    0.000 {sys.exc_info}
        1    0.000    0.000    0.004    0.004 platform.py:955(_syscmd_uname)
       36    0.000    0.000    0.000    0.000 misc.py:46(__init__)
       67    0.000    0.000    0.000    0.000 ticker.py:1459(raise_if_exceeds)
       24    0.000    0.000    0.000    0.000 typeinfer.py:330(__call__)
      189    0.000    0.000    0.000    0.000 sre_parse.py:86(closegroup)
       42    0.000    0.000    0.001    0.000 context.py:268(resolve_module_constants)
        6    0.000    0.000    0.000    0.000 type_annotations.py:56(__init__)
        8    0.000    0.000    0.000    0.000 ir.py:877(copy)
        2    0.000    0.000    0.001    0.001 templates.py:552(make_overload_attribute_template)
       70    0.000    0.000    0.000    0.000 linalg.py:123(_realType)
      333    0.000    0.000    0.000    0.000 pyparsing.py:2137(streamline)
        1    0.000    0.000    0.000    0.000 tnc.py:33(<module>)
       46    0.000    0.000    0.002    0.000 transforms.py:2202(contains_branch_seperately)
        6    0.000    0.000    0.001    0.000 callconv.py:357(_get_return_status)
       41    0.000    0.000    0.011    0.000 Tkinter.py:2146(__init__)
        2    0.000    0.000    0.000    0.000 static_getitem.py:28(apply)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
        6    0.000    0.000    0.000    0.000 getlimits.py:65(__init__)
        1    0.000    0.000    0.001    0.001 value.py:1(<module>)
      158    0.000    0.000    0.000    0.000 {sys._getframe}
       41    0.000    0.000    0.000    0.000 ticker.py:1718(ge)
       68    0.000    0.000    0.003    0.000 controlflow.py:335(_find_dominators)
       32    0.000    0.000    0.000    0.000 compiler.py:295(fallback_context)
      759    0.000    0.000    0.000    0.000 common.py:13(_decode_string)
      183    0.000    0.000    0.000    0.000 Tkinter.py:1531(__init__)
       31    0.000    0.000    0.001    0.000 base.py:282(get_arg_packer)
        1    0.000    0.000    0.000    0.000 bytecode.py:4(<module>)
       72    0.000    0.000    0.000    0.000 ticker.py:1593(__call__)
        1    0.000    0.000    0.000    0.000 pythonapi.py:137(PythonAPI)
      184    0.000    0.000    0.000    0.000 mathtext.py:1367(__init__)
       14    0.000    0.000    0.003    0.000 _subplots.py:109(update_params)
        4    0.000    0.000    0.000    0.000 bytecode.py:208(_compute_lineno)
       32    0.000    0.000    0.000    0.000 __init__.py:248(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:409(_init)
       48    0.000    0.000    0.000    0.000 linalg.py:208(_assertNdSquareness)
       44    0.000    0.000    0.142    0.003 spines.py:179(cla)
        1    0.000    0.000    0.000    0.000 optimize.py:1839(Brent)
      143    0.000    0.000    0.000    0.000 text.py:859(get_position)
        3    0.000    0.000    0.000    0.000 rangeobj.py:24(make_range_impl)
        1    0.000    0.000    0.017    0.017 Tkinter.py:1890(report_callback_exception)
        6    0.000    0.000    0.044    0.007 pythonapi.py:1251(list_pack)
        1    0.000    0.000    0.001    0.001 common.py:10(<module>)
        9    0.000    0.000    0.000    0.000 inspect.py:847(formatargspec)
       15    0.000    0.000    0.002    0.000 patches.py:646(__init__)
       80    0.000    0.000    0.003    0.000 collections.py:644(set_facecolor)
       14    0.000    0.000    0.000    0.000 {_warnings.warn_explicit}
       60    0.000    0.000    0.000    0.000 typeinfer.py:42(add_type)
       46    0.000    0.000    0.001    0.000 fromnumeric.py:2101(cumsum)
       25    0.000    0.000    0.003    0.000 core.py:4066(__sub__)
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
        1    0.000    0.000    0.016    0.016 cffi_utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 radau.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
     77/9    0.000    0.000    0.002    0.000 pyparsing.py:3740(streamline)
      140    0.000    0.000    0.000    0.000 controlflow.py:489(iterliveblocks)
      105    0.000    0.000    0.000    0.000 typeinfer.py:505(__init__)
       28    0.000    0.000    0.001    0.000 collections.py:722(set_alpha)
       28    0.000    0.000    0.000    0.000 collections.py:503(set_linestyle)
        1    0.000    0.000    0.000    0.000 <string>:1(Anderson_ksampResult)
       22    0.000    0.000    0.000    0.000 {posix.lstat}
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
      9/6    0.000    0.000    1.425    0.237 Tkinter.py:590(callit)
        2    0.000    0.000    0.008    0.004 subprocess.py:330(__init__)
       14    0.000    0.000    0.024    0.002 axis.py:733(get_children)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:34(<module>)
       25    0.000    0.000    0.000    0.000 rcsetup.py:294(__call__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:251(BboxBase)
        1    0.000    0.000    0.000    0.000 tkFileDialog.py:43(<module>)
       92    0.000    0.000    0.000    0.000 collections.py:172(get_offset_transform)
       16    0.000    0.000    0.001    0.000 functions.py:53(get_call_type_with_literals)
        7    0.000    0.000    0.000    0.000 transforms.py:593(shrunk_to_aspect)
        2    0.000    0.000    0.001    0.000 function_base.py:153(logspace)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 extending.py:17(type_callable)
        6    0.000    0.000    0.001    0.000 pythonapi.py:235(unpack_tuple)
        8    0.000    0.000    0.007    0.001 cm.py:209(to_rgba)
        7    0.000    0.000    0.000    0.000 transforms.py:549(anchored)
       13    0.000    0.000    0.001    0.000 backend_bases.py:1844(draw_event)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
       19    0.000    0.000    0.000    0.000 nosetester.py:157(__init__)
       48    0.000    0.000    0.000    0.000 _base.py:3555(get_navigate)
        4    0.000    0.000    0.031    0.008 typeinfer.py:828(propagate)
       32    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_family)
       13    0.000    0.000    0.005    0.000 _distn_infrastructure.py:2718(_construct_docstrings)
        4    0.000    0.000    0.000    0.000 backend_tkagg.py:243(_update_pointer_position)
       38    0.000    0.000    0.000    0.000 types.py:466(__init__)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(_UFuncLoopSpec)
      115    0.000    0.000    0.000    0.000 ir.py:280(<genexpr>)
       52    0.000    0.000    0.000    0.000 mathtext.py:393(__init__)
      255    0.000    0.000    0.000    0.000 pyparsing.py:3559(<genexpr>)
       40    0.000    0.000    0.046    0.001 Tkinter.py:2578(__init__)
       51    0.000    0.000    0.000    0.000 _internal.py:711(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.000    0.000 nosetester.py:5(<module>)
       20    0.000    0.000    0.000    0.000 Tkinter.py:228(__init__)
        8    0.000    0.000    0.000    0.000 {posix.close}
       56    0.000    0.000    0.000    0.000 module.py:177(__init__)
        1    0.000    0.000    0.001    0.001 operatorimpl.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_ip.py:3(<module>)
       12    0.000    0.000    0.000    0.000 figure.py:731(<genexpr>)
        2    0.000    0.000    0.026    0.013 colorbar.py:918(__init__)
      602    0.000    0.000    0.000    0.000 controlflow.py:369(<genexpr>)
       61    0.000    0.000    0.000    0.000 instructions.py:371(__init__)
       16    0.000    0.000    0.000    0.000 threading.py:132(__init__)
       81    0.000    0.000    0.000    0.000 type_check.py:147(imag)
       76    0.000    0.000    0.000    0.000 __init__.py:861(__call__)
       21    0.000    0.000    0.000    0.000 fromnumeric.py:1778(sum)
        1    0.000    0.000    0.000    0.000 initfini.py:31(initialize_native_target)
      200    0.000    0.000    0.000    0.000 text.py:267(get_rotation_mode)
        1    0.000    0.000    0.000    0.000 controlflow.py:1(<module>)
        6    0.000    0.000    0.000    0.000 compiler.py:126(compile_result)
       41    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.001    0.001 table.py:21(<module>)
      102    0.000    0.000    0.000    0.000 inline_closurecall.py:203(_inline_closure)
        1    0.000    0.000    0.000    0.000 widgets.py:938(RadioButtons)
       81    0.000    0.000    0.000    0.000 lines.py:1268(_get_rgba_ln_color)
       38    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
      104    0.000    0.000    0.000    0.000 nrtopt.py:45(_extract_basic_blocks)
       16    0.000    0.000    0.000    0.000 dataflow.py:168(op_BUILD_TUPLE)
       31    0.000    0.000    0.000    0.000 packer.py:169(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2594(_StringFuncParser)
       92    0.000    0.000    0.000    0.000 core.py:101(int)
        1    0.000    0.000    0.001    0.001 numpy_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        1    0.000    0.000    0.043    0.043 lda.py:128(updateParams)
      291    0.000    0.000    0.000    0.000 __init__.py:781(<genexpr>)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 targets.py:47(get_host_cpu_features)
       30    0.000    0.000    0.001    0.000 backend_bases.py:2339(mpl_connect)
       13    0.000    0.000    0.000    0.000 mathtext.py:557(destroy)
       20    0.000    0.000    0.000    0.000 builtins.py:134(choose_result_bitwidth)
      9/6    0.000    0.000    1.424    0.237 backend_tkagg.py:321(idle_draw)
       32    0.000    0.000    0.000    0.000 pyparsing.py:3975(__init__)
        8    0.000    0.000    0.000    0.000 patches.py:975(set_xy)
      348    0.000    0.000    0.000    0.000 {_sre.getlower}
       51    0.000    0.000    0.000    0.000 ir.py:597(__repr__)
       21    0.000    0.000    0.001    0.000 module.py:197(_get_metadata_lines)
       55    0.000    0.000    0.000    0.000 collections.py:138(iteritems)
      250    0.000    0.000    0.000    0.000 interpreter.py:214(code_names)
        1    0.000    0.000    0.000    0.000 blocking_input.py:23(<module>)
       33    0.000    0.000    0.000    0.000 weakref.py:436(iterkeys)
        1    0.000    0.000    0.000    0.000 stencilparfor.py:6(<module>)
        1    0.000    0.000    0.000    0.000 plyparser.py:85(template)
       34    0.000    0.000    0.000    0.000 npyimpl.py:452(register_binary_ufunc_kernel)
       26    0.000    0.000    0.000    0.000 instructions.py:522(descr)
       29    0.000    0.000    0.000    0.000 _cm.py:1375(__getitem__)
       33    0.000    0.000    0.000    0.000 axis.py:2020(get_minpos)
        4    0.000    0.000    0.000    0.000 legend_handler.py:184(__init__)
       62    0.000    0.000    0.000    0.000 codecs.py:311(decode)
       13    0.000    0.000    0.000    0.000 backend_tkagg.py:503(notify_axes_change)
        1    0.000    0.000    0.000    0.000 numerictypes.py:302(_add_aliases)
        1    0.000    0.000    0.000    0.000 test_dataset_getitem.py:329(Test1DFloat)
       62    0.000    0.000    0.000    0.000 interpreter.py:26(__init__)
       12    0.000    0.000    0.003    0.000 _base.py:3957(contains_point)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        6    0.000    0.000    1.763    0.294 compiler.py:562(backend_object_mode)
       15    0.000    0.000    0.002    0.000 rcsetup.py:724(cycler)
       36    0.000    0.000    0.000    0.000 mathtext.py:2568(pop_state)
        7    0.000    0.000    0.000    0.000 singledispatch.py:91(_compose_mro)
        1    0.000    0.000    0.000    0.000 generators.py:3(<module>)
      186    0.000    0.000    0.000    0.000 {numpy.core.multiarray.normalize_axis_index}
       16    0.000    0.000    0.021    0.001 six.py:91(__get__)
        3    0.000    0.000    0.000    0.000 extending.py:31(decorate)
       11    0.000    0.000    0.003    0.000 artist.py:1087(__init__)
       40    0.000    0.000    0.000    0.000 colors.py:766(__init__)
       53    0.000    0.000    0.000    0.000 __init__.py:275(report)
       36    0.000    0.000    0.000    0.000 posixpath.py:251(expanduser)
       58    0.000    0.000    0.000    0.000 mathtext.py:574(_get_offset)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        6    0.000    0.000    0.007    0.001 subprocess.py:118(_eintr_retry_call)
       24    0.000    0.000    0.000    0.000 dviread.py:159(decorate)
        7    0.000    0.000    0.000    0.000 executionengine.py:80(add_module)
        1    0.000    0.000    0.000    0.000 __init__.py:11(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:485(__init__)
       81    0.000    0.000    0.000    0.000 lines.py:1423(is_dashed)
        1    0.000    0.000    0.000    0.000 test_objects.py:16(TestObjects)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
       28    0.000    0.000    0.000    0.000 genericpath.py:23(exists)
       53    0.000    0.000    0.000    0.000 __init__.py:309(ge)
       57    0.000    0.000    0.000    0.000 rcsetup.py:428(validate_fontsize)
       24    0.000    0.000    0.000    0.000 nrtopt.py:110(_move_and_group_decref_after_all_increfs)
      148    0.000    0.000    0.000    0.000 utils.py:201(_check_attr)
       57    0.000    0.000    0.000    0.000 transforms.py:298(y0)
       54    0.000    0.000    0.001    0.000 pyplot.py:2450(<lambda>)
       68    0.000    0.000    0.000    0.000 bytecode.py:90(get_jump_target)
        6    0.000    0.000    0.000    0.000 dispatcher.py:245(add_overload)
        1    0.000    0.000    0.000    0.000 llvmthreadsafe.py:3(<module>)
      243    0.000    0.000    0.000    0.000 pyparsing.py:4175(__str__)
       18    0.000    0.000    0.000    0.000 base.py:734(get_struct_type)
       28    0.000    0.000    0.002    0.000 base.py:861(get_python_api)
        8    0.000    0.000    0.002    0.000 Tkinter.py:2300(_create)
        4    0.000    0.000    0.000    0.000 {posix.urandom}
      250    0.000    0.000    0.000    0.000 six.py:86(__init__)
        1    0.000    0.000    0.000    0.000 imputils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 test_dimension_scales.py:10(<module>)
       13    0.000    0.000    0.001    0.000 figure.py:1628(sca)
      178    0.000    0.000    0.000    0.000 ticker.py:550(set_useMathText)
        1    0.000    0.000    0.000    0.000 c_ast.py:798(Pragma)
        1    0.000    0.000    0.000    0.000 test_base.py:14(<module>)
       34    0.000    0.000    0.000    0.000 sre_parse.py:228(isname)
        1    0.000    0.000    0.000    0.000 test_dataset.py:960(TestVlen)
        6    0.000    0.000    0.001    0.000 funcdesc.py:38(__init__)
        2    0.000    0.000    0.013    0.007 util.py:283(find_library)
       31    0.000    0.000    0.000    0.000 packer.py:177(rec)
       92    0.000    0.000    0.001    0.000 collections.py:747(update_scalarmappable)
        8    0.000    0.000    0.001    0.000 compiler.py:217(_patch_error)
        1    0.000    0.000    0.000    0.000 dataflow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:15(<module>)
       19    0.000    0.000    0.008    0.000 module.py:140(link_in)
        4    0.000    0.000    0.000    0.000 Tkinter.py:252(__del__)
        1    0.000    0.000    0.001    0.001 _base.py:408(_AxesBase)
        1    0.000    0.000    0.001    0.001 tempfile.py:176(_get_default_tempdir)
      132    0.000    0.000    0.000    0.000 pyparsing.py:434(__len__)
      120    0.000    0.000    0.000    0.000 compiler.py:208(add_stage)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1060(BoolFormat)
       35    0.000    0.000    0.000    0.000 ffi.py:90(__str__)
        4    0.000    0.000    0.000    0.000 {built-in method globalunsetvar}
       12    0.000    0.000    0.000    0.000 typeinfer.py:546(__call__)
       38    0.000    0.000    0.000    0.000 mathtext.py:1476(get_kerning)
       83    0.000    0.000    0.000    0.000 traceback.py:212(_some_str)
       14    0.000    0.000    0.000    0.000 transforms.py:49(inlining_threshold)
       65    0.000    0.000    0.000    0.000 ir_print.py:59(match)
        1    0.000    0.000    0.000    0.000 tupleobj.py:3(<module>)
      141    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
     13/6    0.000    0.000    0.730    0.122 Tkinter.py:1024(update_idletasks)
       62    0.000    0.000    0.000    0.000 controlflow.py:17(__init__)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
       43    0.000    0.000    0.000    0.000 templates.py:593(wrapper)
        1    0.000    0.000    0.000    0.000 svd_ga.py:38(updateData)
       91    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {h5py._conv.register_converters}
        4    0.000    0.000    0.004    0.001 backend_tkagg.py:552(destroy)
       15    0.000    0.000    0.730    0.049 codegen.py:458(get_pointer_to_function)
      391    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
       22    0.000    0.000    0.000    0.000 ticker.py:1972(view_limits)
        1    0.000    0.000    0.000    0.000 stencil.py:6(<module>)
       22    0.000    0.000    0.000    0.000 artist.py:37(allow_rasterization)
        1    0.000    0.000    0.019    0.019 rules.py:1(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:68(process_projection_requirements)
       38    0.000    0.000    0.000    0.000 mathtext.py:164(_update_bbox)
       10    0.000    0.000    0.000    0.000 utils.py:548(__init__)
      228    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
        2    0.000    0.000    0.024    0.012 colorbar.py:264(__init__)
        1    0.000    0.000    0.000    0.000 type_annotations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 commontypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 consts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(RelfreqResult)
        7    0.000    0.000    0.000    0.000 __init__.py:530(_find_new_)
       90    0.000    0.000    0.000    0.000 nrtopt.py:69(_examine_refct_op)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
      120    0.000    0.000    0.000    0.000 typeinfer.py:363(<genexpr>)
      118    0.000    0.000    0.000    0.000 linalg.py:110(isComplexType)
       79    0.000    0.000    0.001    0.000 docstring.py:128(<lambda>)
      206    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       16    0.000    0.000    0.000    0.000 rcsetup.py:874(validate_animation_writer_path)
       26    0.000    0.000    0.000    0.000 numerictypes.py:230(bitname)
       20    0.000    0.000    0.000    0.000 getlimits.py:71(<lambda>)
        4    0.000    0.000    0.000    0.000 backend_bases.py:3021(<dictcomp>)
        1    0.000    0.000    0.000    0.000 boxing.py:3(<module>)
        2    0.000    0.000    0.000    0.000 type_check.py:331(nan_to_num)
       72    0.000    0.000    0.000    0.000 base.py:328(_insert_getattr_defn)
        2    0.000    0.000    0.008    0.004 contour.py:1484(_get_allsegs_and_allkinds)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3082(invweibull_gen)
       62    0.000    0.000    0.002    0.000 interpreter.py:147(_end_current_block)
       49    0.000    0.000    0.012    0.000 mathtext.py:433(get_metrics)
       73    0.000    0.000    0.000    0.000 typeinfer.py:155(__init__)
        1    0.000    0.000    0.000    0.000 lsoda.py:1(<module>)
       16    0.000    0.000    0.002    0.000 _base.py:2811(set_xbound)
      514    0.000    0.000    0.000    0.000 transforms.py:1307(depth)
        1    0.000    0.000    0.151    0.151 lda.py:430(_plot_lcurve)
       18    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
       13    0.000    0.000    0.000    0.000 mathtext.py:466(set_canvas_size)
      260    0.000    0.000    0.000    0.000 typeinfer.py:100(get)
       33    0.000    0.000    0.000    0.000 text.py:540(set_clip_box)
      258    0.000    0.000    0.000    0.000 analysis.py:111(<genexpr>)
        6    0.000    0.000    0.000    0.000 callconv.py:393(decorate_function)
       66    0.000    0.000    0.000    0.000 dataflow.py:226(op_STORE_FAST)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    3.649    3.649 tkFileDialog.py:122(askopenfilename)
       31    0.000    0.000    0.000    0.000 axis.py:2378(get_minpos)
        1    0.000    0.000    0.000    0.000 Image.py:504(Image)
       41    0.000    0.000    0.000    0.000 itanium_mangler.py:107(_fix_lead_digit)
      216    0.000    0.000    0.000    0.000 backend_bases.py:1049(set_clip_rectangle)
      231    0.000    0.000    0.000    0.000 transforms.py:2153(get_affine)
