         5576685 function calls (5385459 primitive calls) in 33.586 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:39(InlineClosureCallPass)
       22    0.000    0.000    0.000    0.000 patches.py:925(get_path)
       37    0.000    0.000    0.000    0.000 pickle.py:333(persistent_id)
        5    0.000    0.000    0.000    0.000 _abcoll.py:83(__subclasshook__)
        3    0.000    0.000    0.000    0.000 pythonapi.py:648(bool_from_long)
        4    0.000    0.000    0.000    0.000 types.py:230(_to_string)
        1    0.000    0.000    0.000    0.000 api.py:21(FFI)
       32    0.000    0.000    0.000    0.000 case.py:51(_id)
        1    0.000    0.000    0.000    0.000 backend_managers.py:46(ToolManager)
        1    0.000    0.000    0.001    0.001 quicksort.py:2(<module>)
        8    0.000    0.000    0.000    0.000 controlflow.py:628(op_JUMP_ABSOLUTE)
        1    0.000    0.000    0.001    0.001 nrtdynmod.py:154(_define_nrt_unresolved_abort)
        1    0.000    0.000    0.000    0.000 <string>:1(DefaultVerifyPaths)
        9    0.000    0.000    0.000    0.000 ascii.py:25(decode)
        1    0.000    0.000    0.000    0.000 <string>:1(Page)
        2    0.000    0.000    0.000    0.000 subprocess.py:1028(_handle_exitstatus)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:43(decorate)
        1    0.000    0.000    0.000    0.000 cparser.py:235(Parser)
        1    0.000    0.000    0.000    0.000 <string>:1(_ArrayHelper)
        1    0.000    0.000    0.000    0.000 model.py:555(unknown_type)
        9    0.000    0.000    0.000    0.000 text.py:489(update_bbox_position_size)
       16    0.000    0.000    0.000    0.000 scale.py:271(get_transform)
        2    0.000    0.000    0.000    0.000 models.py:335(__init__)
        8    0.000    0.000    0.000    0.000 version.py:263(__init__)
       18    0.000    0.000    0.000    0.000 lex.py:1090(set_regex)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:647(__init__)
        1    0.000    0.000    0.000    0.000 httplib.py:710(HTTPConnection)
        1    0.000    0.000    0.000    0.000 dispatcher.py:438(Dispatcher)
        1    0.000    0.000    0.000    0.000 transforms.py:2115(IdentityTransform)
        8    0.000    0.000    0.000    0.000 Tkinter.py:1788(wm_withdraw)
       24    0.000    0.000    0.000    0.000 dviread.py:128(_dispatch)
       13    0.000    0.000    0.000    0.000 figure.py:441(get_tight_layout)
        1    0.000    0.000    0.000    0.000 options.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 executionengine.py:138(set_object_cache)
        5    0.000    0.000    0.000    0.000 weakref.py:115(__setitem__)
        4    0.000    0.000    0.000    0.000 ufunclike.py:20(func)
       22    0.000    0.000    0.000    0.000 ir.py:537(infer_constant)
        1    0.000    0.000    0.000    0.000 tempfile.py:235(_mkstemp_inner)
        4    0.000    0.000    0.000    0.000 text.py:2172(set_figure)
        4    0.000    0.000    0.000    0.000 dataflow.py:217(op_STORE_ATTR)
        8    0.000    0.000    0.000    0.000 ir.py:260(cast)
        1    0.000    0.000    0.000    0.000 wavelets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
       48    0.000    0.000    0.000    0.000 abstract.py:132(can_convert_to)
        1    0.000    0.000    0.000    0.000 __init__.py:694(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 <string>:1(CacheInfo)
       13    0.000    0.000    0.000    0.000 mathtext.py:2581(main)
        1    0.000    0.000    0.000    0.000 {_cffi_backend.cast}
        5    0.000    0.000    0.000    0.000 llvmthreadsafe.py:53(_patch_retval_dispose)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.000    0.000 process.py:86(Process)
        5    0.000    0.000    0.000    0.000 rcsetup.py:500(validate_ps_distiller)
        7    0.000    0.000    0.000    0.000 __init__.py:330(__call__)
        5    0.000    0.000    0.000    0.000 callconv.py:35(_const_int)
        1    0.000    0.000    0.000    0.000 matfuncs.py:349(_ExpmPadeHelper)
        4    0.000    0.000    0.000    0.000 rcsetup.py:591(validate_hinting)
       32    0.000    0.000    0.000    0.000 __init__.py:277(name)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:48(_timelex)
        2    0.000    0.000    0.000    0.000 __init__.py:607(_get_cachedir)
        2    0.000    0.000    0.006    0.003 __init__.py:294(loads)
       16    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
        1    0.000    0.000    0.000    0.000 postproc.py:32(VariableLifetime)
        2    0.000    0.000    0.000    0.000 helper.py:251(__init__)
        2    0.000    0.000    0.000    0.000 builder.py:809(atomic_rmw)
        2    0.000    0.000    0.000    0.000 colorbar.py:780(_uniform_y)
        1    0.000    0.000    0.000    0.000 scimath.py:218(log)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ltisys.py:1210(StateSpace)
        5    0.000    0.000    0.000    0.000 iterative.py:62(combine)
        1    0.000    0.000    0.000    0.000 builtins.py:46(Slice)
        6    0.000    0.000    0.000    0.000 dispatcher.py:145(__enter__)
        1    0.000    0.000    0.000    0.000 base.py:70(default_lcpl)
        1    0.000    0.000    0.000    0.000 io.py:1(<module>)
       29    0.000    0.000    0.000    0.000 imputils.py:94(lower_cast)
        2    0.000    0.000    0.000    0.000 colorbar.py:472(set_label)
        1    0.000    0.000    0.000    0.000 cparser.py:237(__init__)
        1    0.000    0.000    0.000    0.000 singledispatch_helpers.py:56(ChainMap)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
       16    0.000    0.000    0.000    0.000 _subplots.py:101(get_subplotspec)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
       56    0.000    0.000    0.000    0.000 module.py:191(__iter__)
       10    0.000    0.000    0.019    0.002 registry.py:45(target_context)
        2    0.000    0.000    0.000    0.000 __init__.py:1127(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Indexing)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2924(Text)
        3    0.000    0.000    0.000    0.000 os.py:512(getenv)
        8    0.000    0.000    0.000    0.000 dispatcher.py:201(_make_finalizer)
        1    0.000    0.000    0.000    0.000 model.py:347(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:40(_FunctionCompiler)
        1    0.000    0.000    0.000    0.000 linker.py:1(<module>)
        2    0.000    0.000    0.004    0.002 platform.py:1295(machine)
        4    0.000    0.000    0.000    0.000 six.py:78(_import_module)
        6    0.000    0.000    0.000    0.000 objmode.py:43(init)
        1    0.000    0.000    0.000    0.000 utils.py:5(<module>)
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'dictproxy' objects}
        3    0.000    0.000    0.000    0.000 pythonapi.py:641(bool_from_bool)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1425(DrawEvent)
        1    0.000    0.000    0.000    0.000 spines.py:22(Spine)
       22    0.000    0.000    0.000    0.000 context.py:17(_require_nrt)
       58    0.000    0.000    0.000    0.000 mathtext.py:790(_map_virtual_font)
        7    0.000    0.000    0.000    0.000 legend_handler.py:138(__init__)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
       12    0.000    0.000    0.000    0.000 text.py:1878(get_annotation_clip)
        1    0.000    0.000    0.001    0.001 codegen.py:666(_module_pass_manager)
        1    0.000    0.000    0.000    0.000 pyparsing.py:301(ParseResults)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 uuid.py:55(UUID)
        1    0.000    0.000    0.000    0.000 test_file.py:187(TestDrivers)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(KendalltauResult)
        4    0.000    0.000    0.000    0.000 npydecl.py:183(ufunc)
        5    0.000    0.000    0.010    0.002 six.py:114(_resolve)
        4    0.000    0.000    0.000    0.000 types.py:217(__new)
        8    0.000    0.000    0.000    0.000 rrule.py:75(<genexpr>)
        4    0.000    0.000    0.000    0.000 {locals}
       13    0.000    0.000    0.000    0.000 models.py:53(get_return_type)
        1    0.000    0.000    0.000    0.000 scale.py:370(__init__)
        1    0.000    0.000    0.000    0.000 functions.py:251(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1241(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:139(_Backend)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'collections.defaultdict' objects}
        1    0.000    0.000    0.000    0.000 ticker.py:490(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 contour.py:741(ContourSet)
        1    0.000    0.000    0.000    0.000 timeit.py:53(<module>)
        6    0.000    0.000    0.000    0.000 text.py:1096(set_fontweight)
        1    0.000    0.000    0.000    0.000 builtins.py:217(BinOpPower)
        9    0.000    0.000    0.000    0.000 extras.py:238(__init__)
        1    0.000    0.000    0.000    0.000 cpu.py:30(CPUContext)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        2    0.000    0.000    0.000    0.000 model.py:328(build_c_name_with_marker)
        1    0.000    0.000    0.001    0.001 tempfile.py:268(gettempdir)
       16    0.000    0.000    0.000    0.000 {method 'getvalue' of 'cStringIO.StringO' objects}
        9    0.000    0.000    0.000    0.000 registry.py:41(register)
       10    0.000    0.000    0.000    0.000 ir.py:303(__init__)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
       50    0.000    0.000    0.000    0.000 types.py:157(_to_string)
        1    0.000    0.000    0.000    0.000 base.py:205(HLObject)
       10    0.000    0.000    0.000    0.000 transforms.py:307(x1)
        1    0.000    0.000    0.000    0.000 <string>:1(MetricInfo)
        1    0.000    0.000    0.000    0.000 <string>:1(LinregressResult)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2941(__str__)
        9    0.000    0.000    0.000    0.000 UserDict.py:57(items)
        8    0.000    0.000    0.000    0.000 dispatcher.py:142(__init__)
       13    0.000    0.000    0.000    0.000 npydecl.py:391(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:1(QuicksortImplementation)
        1    0.000    0.000    0.000    0.000 initfini.py:1(<module>)
       27    0.000    0.000    0.000    0.000 case.py:70(skipIf)
        2    0.000    0.000    0.001    0.000 _distn_infrastructure.py:740(_construct_default_doc)
       11    0.000    0.000    0.000    0.000 typeinfer.py:216(__init__)
        8    0.000    0.000    0.002    0.000 typeconv.py:60(promote)
        1    0.000    0.000    0.000    0.000 doccer.py:179(unindent_dict)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:524(SSLSocket)
        7    0.000    0.000    0.000    0.000 transforms.py:1696(frozen)
        2    0.000    0.000    0.000    0.000 six.py:453(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        2    0.000    0.000    0.000    0.000 {posix.putenv}
        1    0.000    0.000    0.000    0.000 _common.py:54(_DatetimeWithFold)
        2    0.000    0.000    0.000    0.000 pythonapi.py:415(dict_setitem_string)
        6    0.000    0.000    0.000    0.000 controlflow.py:632(op_JUMP_FORWARD)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        2    0.000    0.000    0.000    0.000 tempfile.py:120(__init__)
       14    0.000    0.000    0.000    0.000 castgraph.py:39(__init__)
        2    0.000    0.000    0.000    0.000 model.py:272(build_backend_type)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:3584(get_fill_value)
        1    0.000    0.000    0.000    0.000 fourier.py:31(<module>)
        2    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        3    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 setobj.py:347(SetInstance)
        4    0.000    0.000    0.000    0.000 ir.py:765(remove)
        6    0.000    0.000    0.000    0.000 codegen.py:313(enable_object_caching)
        1    0.000    0.000    0.000    0.000 <string>:1(_BoxContext)
        1    0.000    0.000    0.000    0.000 distance.py:1380(<dictcomp>)
       11    0.000    0.000    0.000    0.000 abstract.py:96(mangling_args)
        1    0.000    0.000    0.000    0.000 patches.py:2430(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 <string>:1(Loop)
        4    0.000    0.000    0.000    0.000 backend_tkagg.py:520(_get_toolmanager)
        4    0.000    0.000    0.000    0.000 npytypes.py:341(is_precise)
        7    0.000    0.000    0.000    0.000 imputils.py:59(lower_getattr_generic)
        1    0.000    0.000    0.000    0.000 _backports.py:1(<module>)
        7    0.000    0.000    0.000    0.000 collections.py:739(get_linewidths)
        1    0.000    0.000    0.000    0.000 <string>:1(Text)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2689(Menu)
        2    0.000    0.000    0.000    0.000 transforms.py:101(_loop_lift_prepare_loop_func)
        2    0.000    0.000    0.001    0.001 extending.py:163(decorate)
        6    0.000    0.000    0.000    0.000 __init__.py:95(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:1(Font)
        2    0.000    0.000    0.000    0.000 rcsetup.py:274(validate_toolbar)
        1    0.000    0.000    0.000    0.000 pyplot.py:75(_backend_selection)
        2    0.000    0.000    0.000    0.000 scale.py:93(__init__)
        1    0.000    0.000    0.000    0.000 context.py:119(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(_ArrayIndexingHelper)
        1    0.000    0.000    0.000    0.000 <string>:1(nrt_mstats)
        4    0.000    0.000    0.000    0.000 transforms.py:1291(__ne__)
        1    0.000    0.000    0.000    0.000 attrs.py:30(AttributeManager)
        5    0.000    0.000    0.000    0.000 __init__.py:199(__new__)
        1    0.000    0.000    0.000    0.000 _internal.py:242(_ctypes)
        1    0.000    0.000    0.000    0.000 typeinfer.py:719(TypeInferer)
        2    0.000    0.000    0.000    0.000 instructions.py:596(__init__)
        1    0.000    0.000    0.000    0.000 model.py:313(build_backend_type)
        4    0.000    0.000    0.000    0.000 interpreter.py:765(op_UNARY_NEGATIVE)
        1    0.000    0.000    0.000    0.000 mathdecl.py:120(Math_frexp)
       12    0.000    0.000    0.000    0.000 npydecl.py:211(<genexpr>)
        5    0.000    0.000    0.000    0.000 fractions.py:280(_operator_fallbacks)
        8    0.000    0.000    0.000    0.000 utils.py:198(unset)
        1    0.000    0.000    0.000    0.000 <string>:1(_LowerResult)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        1    0.000    0.000    0.000    0.000 process.py:310(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(_XYPair)
        6    0.000    0.000    0.000    0.000 builder.py:35(wrap)
        1    0.000    0.000    0.000    0.000 <string>:1(SetLoop)
       12    0.000    0.000    0.000    0.000 callconv.py:414(get_arguments)
        1    0.000    0.000    0.000    0.000 <string>:1(_VarArgItem)
       52    0.000    0.000    0.000    0.000 functions.py:322(key)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1369(AnnotationBbox)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        6    0.000    0.000    0.000    0.000 controlflow.py:602(op_POP_BLOCK)
        1    0.000    0.000    0.000    0.000 builtins.py:211(DivMod)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
       13    0.000    0.000    0.000    0.000 {vars}
       42    0.000    0.000    0.000    0.000 builtins.py:143(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
       33    0.000    0.000    0.000    0.000 cm.py:28(_reverser)
       70    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 extending.py:220(__init__)
        9    0.000    0.000    0.000    0.000 rcsetup.py:646(__init__)
        1    0.000    0.000    0.000    0.000 types.py:394(BaseStructType)
        6    0.000    0.000    0.000    0.000 core.py:3533(shrink_mask)
        5    0.000    0.000    0.000    0.000 weakref.py:315(__init__)
        6    0.000    0.000    0.000    0.000 core.py:355(maximum_fill_value)
       29    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        4    0.000    0.000    0.000    0.000 artist.py:749(set_clip_on)
        1    0.000    0.000    0.000    0.000 _remove_redundancy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(_ReflectContext)
        1    0.000    0.000    0.000    0.000 legendre.py:1794(Legendre)
        2    0.000    0.000    0.000    0.000 colorbar.py:339(_patch_ax)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       16    0.000    0.000    0.000    0.000 _base.py:2798(xaxis_inverted)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4192(copy)
        1    0.000    0.000    0.000    0.000 <string>:1(_CompileStats)
        1    0.000    0.000    0.000    0.000 contour.py:1127(_autolev)
        1    0.000    0.000    0.000    0.000 data.py:29(Data)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:586(rv_generic)
       11    0.000    0.000    0.000    0.000 itanium_mangler.py:183(mangle_templated_ident)
        4    0.000    0.000    0.000    0.000 ticker.py:249(set_view_interval)
        4    0.000    0.000    0.000    0.000 figure.py:1724(add_axobserver)
        2    0.000    0.000    0.001    0.000 base.py:53(_find)
        6    0.000    0.000    0.000    0.000 dataflow.py:648(op_JUMP_FORWARD)
       12    0.000    0.000    0.000    0.000 core.py:1813(_check_mask_axis)
        1    0.000    0.000    0.000    0.000 threading.py:631(Thread)
        1    0.000    0.000    0.000    0.000 scandir.py:454(PosixDirEntry)
        1    0.000    0.000    0.000    0.000 dok.py:29(dok_matrix)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1035(object_setattr)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        7    0.000    0.000    0.000    0.000 rrule.py:68(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1998(__invert__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3039(__init__)
        3    0.000    0.000    0.000    0.000 {posix.uname}
        9    0.000    0.000    0.000    0.000 string.py:310(join)
        1    0.000    0.000    0.000    0.000 string.py:250(strip)
        2    0.000    0.000    0.000    0.000 typeof.py:117(_typeof_numpy_scalar)
       26    0.000    0.000    0.000    0.000 windowing.py:23(SetForegroundWindow)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3177(__init__)
       15    0.000    0.000    0.000    0.000 imputils.py:114(decorate)
        1    0.000    0.000    0.000    0.000 <string>:1(Box)
       12    0.000    0.000    0.000    0.000 functions.py:14(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:1(loop_lift_info)
        1    0.000    0.000    0.000    0.000 test_dataset.py:56(TestCreateShape)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        4    0.000    0.000    0.000    0.000 rcsetup.py:553(validate_corner_mask)
        1    0.000    0.000    0.000    0.000 dufunc.py:70(DUFunc)
        6    0.000    0.000    0.000    0.000 core.py:304(minimum_fill_value)
       16    0.000    0.000    0.000    0.000 types.py:412(__len__)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1001(typeof_setattr)
        5    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty_like}
        3    0.000    0.000    0.000    0.000 pyparsing.py:3142(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:139(OffsetBox)
        4    0.000    0.000    0.000    0.000 function_base.py:1461(copy)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1666(__init__)
        7    0.000    0.000    0.000    0.000 _base.py:1317(get_anchor)
        1    0.000    0.000    0.000    0.000 builtins.py:62(Range)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
       11    0.000    0.000    0.000    0.000 sigutils.py:37(check_type)
        1    0.000    0.000    0.000    0.000 six.py:191(load_module)
        8    0.000    0.000    0.000    0.000 typeinfer.py:119(__init__)
        9    0.000    0.000    0.000    0.000 typeinfer.py:194(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1005(RegularPolyCollection)
       10    0.000    0.000    0.000    0.000 ir.py:430(__init__)
        1    0.000    0.000    0.000    0.000 module.py:41(ModuleRef)
        4    0.000    0.000    0.000    0.000 text.py:1722(__init__)
        3    0.000    0.000    0.000    0.000 pythonapi.py:1008(iter_next)
        4    0.000    0.000    0.000    0.000 core.py:125(doc_note)
        1    0.000    0.000    0.000    0.000 _common.py:115(_tzinfo)
        4    0.000    0.000    0.000    0.000 __init__.py:360(_FuncPtr)
        3    0.000    0.000    0.000    0.000 registry.py:95(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 backend_tools.py:34(ToolBase)
        8    0.000    0.000    0.000    0.000 scale.py:435(get_transform)
        1    0.000    0.000    0.000    0.000 <string>:1(NormaltestResult)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 parfor.py:249(ParforPass)
        1    0.000    0.000    0.000    0.000 compiler.py:260(Pipeline)
        1    0.000    0.000    0.000    0.000 yacc.py:233(YaccProduction)
        1    0.000    0.000    0.000    0.000 threading.py:1081(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:644(__new__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3807(__init__)
        4    0.000    0.000    0.000    0.000 transforms.py:23(<genexpr>)
        4    0.000    0.000    0.000    0.000 ufunc_db.py:32(get_ufunc_info)
        1    0.000    0.000    0.000    0.000 interpolate.py:345(interp1d)
        1    0.000    0.000    0.000    0.000 <string>:1(ModeResult)
        9    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 <string>:1(use_defs_result)
        2    0.000    0.000    0.000    0.000 mlab.py:2976(__init__)
       20    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:1949(RectangleSelector)
        1    0.000    0.000    0.000    0.000 <string>:1(SigmaclipResult)
        2    0.000    0.000    0.000    0.000 pyplot.py:546(make_active)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 _multivariate.py:178(multi_rv_generic)
        6    0.000    0.000    0.000    0.000 rcsetup.py:263(validate_backend)
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
       27    0.000    0.000    0.000    0.000 _base.py:366(<genexpr>)
        1    0.000    0.000    0.000    0.000 caching.py:50(_Cache)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
       15    0.000    0.000    0.000    0.000 __init__.py:276(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:1(AndersonResult)
        6    0.000    0.000    0.000    0.000 ir.py:234(iternext)
        6    0.000    0.000    0.000    0.000 functions.py:138(_store_object)
        1    0.000    0.000    0.000    0.000 type_annotations.py:45(TypeAnnotation)
       14    0.000    0.000    0.000    0.000 inline_closurecall.py:353(_make_debug_print)
        2    0.000    0.000    0.000    0.000 threading.py:242(Condition)
        4    0.000    0.000    0.000    0.000 text.py:573(set_clip_on)
        1    0.000    0.000    0.000    0.000 collections.py:865(PathCollection)
        1    0.000    0.000    0.000    0.000 context.py:115(BaseContext)
       14    0.000    0.000    0.000    0.000 interpreter.py:803(op_BINARY_MULTIPLY)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        8    0.000    0.000    0.000    0.000 misc.py:13(is_precise)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        6    0.000    0.000    0.000    0.000 utils.py:251(__len__)
        2    0.000    0.000    0.000    0.000 instructions.py:602(descr)
        1    0.000    0.000    0.000    0.000 ffi.py:103(ObjectRef)
       10    0.000    0.000    0.000    0.000 __init__.py:14(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1819(__radd__)
        8    0.000    0.000    0.000    0.000 __init__.py:1314(get_backend)
        1    0.000    0.000    0.000    0.000 codegen.py:822(initialize_llvm)
        1    0.000    0.000    0.000    0.000 parser.py:232(parserinfo)
        1    0.000    0.000    0.000    0.000 dates.py:1317(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dataflow.py:753(BlockInfo)
        4    0.000    0.000    0.000    0.000 errors.py:30(decorator)
       11    0.000    0.000    0.000    0.000 legend_handler.py:61(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(WeightedTauResult)
        1    0.000    0.000    0.017    0.017 nrtdynmod.py:194(compile_nrt_functions)
       11    0.000    0.000    0.000    0.000 mathtext.py:1473(is_slanted)
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        6    0.000    0.000    0.000    0.000 sigutils.py:6(is_signature)
        4    0.000    0.000    0.000    0.000 __init__.py:286(wrap)
       15    0.000    0.000    0.000    0.000 pyparsing.py:2729(charsAsStr)
        1    0.000    0.000    0.000    0.000 packer.py:62(ArgPacker)
        3    0.000    0.000    0.000    0.000 {method 'get_kerning' of 'matplotlib.ft2font.FT2Font' objects}
        2    0.000    0.000    0.000    0.000 transforms.py:19(same_exit_point)
        1    0.000    0.000    0.000    0.000 context.py:8(NRTContext)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:42(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:427(rv_frozen)
        1    0.000    0.000    0.000    0.000 npydecl.py:219(NumpyRulesInplaceArrayOperator)
       21    0.000    0.000    0.000    0.000 singledispatch.py:202(<lambda>)
        4    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
       11    0.000    0.000    0.000    0.000 _base.py:3580(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 text.py:1253(TextWithDash)
       13    0.000    0.000    0.000    0.000 case.py:78(skipUnless)
        1    0.000    0.000    0.000    0.000 rk.py:254(RK45)
        1    0.000    0.000    0.000    0.000 <string>:1(_ASN1Object)
        1    0.000    0.000    0.000    0.000 <string>:1(BinnedStatisticResult)
        4    0.000    0.000    0.000    0.000 rcsetup.py:629(validate_sketch)
        6    0.000    0.000    0.000    0.000 dataflow.py:107(add_syntax_block)
        1    0.000    0.000    0.000    0.000 builtins.py:195(BinOpTrueDiv)
        1    0.000    0.000    0.000    0.000 transforms.py:1223(Transform)
        1    0.000    0.000    0.000    0.000 interface.py:53(LinearOperator)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        1    0.000    0.000    0.000    0.000 rfc822.py:501(AddrlistClass)
        3    0.000    0.000    0.000    0.000 pythonapi.py:1013(object_getiter)
        9    0.000    0.000    0.000    0.000 dispatcher.py:180(<genexpr>)
        8    0.000    0.000    0.005    0.001 typeconv.py:78(promote_unsafe)
        1    0.000    0.000    0.000    0.000 instructions.py:626(descr)
       22    0.000    0.000    0.000    0.000 decorator.py:219(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:239(_fileobject)
        1    0.000    0.000    0.000    0.000 instructions.py:619(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:293(Popen)
        1    0.000    0.000    0.000    0.000 ir.py:723(Block)
        6    0.000    0.000    0.000    0.000 typeinfer.py:540(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3819(__str__)
        1    0.000    0.000    0.000    0.000 <string>:1(Mean)
        1    0.000    0.000    0.000    0.000 __init__.py:147(EnumMeta)
        1    0.000    0.000    0.000    0.000 dispatcher.py:159(_DispatcherBase)
        1    0.000    0.000    0.000    0.000 <string>:1(iinfo)
        1    0.000    0.000    0.000    0.000 <string>:1(Ttest_relResult)
